"Step","NICE - time","NICE - time__MIN","NICE - time__MAX","VAE - time","VAE - time__MIN","VAE - time__MAX","WGAN-GP - time","WGAN-GP - time__MIN","WGAN-GP - time__MAX","FCPFLOW - time","FCPFLOW - time__MIN","FCPFLOW - time__MAX"
"517","","","","","","","","","","48.39258670806885","48.39258670806885","48.39258670806885"
"520","33.90914583206177","33.90914583206177","33.90914583206177","","","","","","","","",""
"522","","","","12.984337329864502","12.984337329864502","12.984337329864502","","","","","",""
"528","","","","","","","","","","49.41589951515198","49.41589951515198","49.41589951515198"
"529","","","","","","","","","","49.506129026412964","49.506129026412964","49.506129026412964"
"543","35.14168739318848","35.14168739318848","35.14168739318848","","","","26.064436197280884","26.064436197280884","26.064436197280884","","",""
"544","","","","13.670209169387817","13.670209169387817","13.670209169387817","","","","","",""
"549","","","","","","","","","","51.39323616027832","51.39323616027832","51.39323616027832"
"555","","","","","","","","","","51.94572448730469","51.94572448730469","51.94572448730469"
"586","","","","","","","28.116403579711914","28.116403579711914","28.116403579711914","","",""
"591","","","","","","","","","","55.39397192001343","55.39397192001343","55.39397192001343"
"614","","","","","","","","","","57.47315502166748","57.47315502166748","57.47315502166748"
"615","40.1975302696228","40.1975302696228","40.1975302696228","","","","","","","","",""
"618","","","","15.383111476898193","15.383111476898193","15.383111476898193","","","","","",""
"631","","","","15.678507089614868","15.678507089614868","15.678507089614868","","","","","",""
"636","","","","","","","30.493944883346558","30.493944883346558","30.493944883346558","","",""
"640","","","","","","","","","","59.92058515548706","59.92058515548706","59.92058515548706"
"643","41.730440616607666","41.730440616607666","41.730440616607666","","","","","","","","",""
"650","","","","","","","","","","60.78697371482849","60.78697371482849","60.78697371482849"
"672","","","","16.622973442077637","16.622973442077637","16.622973442077637","","","","","",""
"678","43.79391670227051","43.79391670227051","43.79391670227051","","","","32.51735973358154","32.51735973358154","32.51735973358154","","",""
"679","","","","","","","32.564473390579224","32.564473390579224","32.564473390579224","","",""
"684","","","","","","","32.80327606201172","32.80327606201172","32.80327606201172","","",""
"686","","","","","","","32.90260052680969","32.90260052680969","32.90260052680969","","",""
"710","46.38774633407593","46.38774633407593","46.38774633407593","","","","","","","","",""
"713","","","","17.564404726028442","17.564404726028442","17.564404726028442","","","","","",""
"716","","","","17.632740259170532","17.632740259170532","17.632740259170532","","","","","",""
"722","47.08921957015991","47.08921957015991","47.08921957015991","","","","","","","","",""
"738","","","","","","","35.352147817611694","35.352147817611694","35.352147817611694","","",""
"741","","","","","","","35.49286866188049","35.49286866188049","35.49286866188049","","",""
"744","48.332682847976685","48.332682847976685","48.332682847976685","","","","","","","","",""
"750","","","","","","","35.915436029434204","35.915436029434204","35.915436029434204","","",""
"752","","","","","","","","","","69.91273832321167","69.91273832321167","69.91273832321167"
"760","","","","","","","","","","70.64963603019714","70.64963603019714","70.64963603019714"
"762","49.32048273086548","49.32048273086548","49.32048273086548","","","","","","","","",""
"772","","","","18.902745008468628","18.902745008468628","18.902745008468628","","","","","",""
"774","","","","","","","37.0368127822876","37.0368127822876","37.0368127822876","","",""
"783","","","","","","","","","","72.76732730865479","72.76732730865479","72.76732730865479"
"785","","","","","","","","","","72.9441864490509","72.9441864490509","72.9441864490509"
"790","50.85752320289612","50.85752320289612","50.85752320289612","","","","","","","","",""
"804","","","","","","","38.441460371017456","38.441460371017456","38.441460371017456","","",""
"810","","","","","","","","","","75.23053455352783","75.23053455352783","75.23053455352783"
"811","","","","","","","38.76924228668213","38.76924228668213","38.76924228668213","","",""
"825","","","","","","","","","","76.59355163574219","76.59355163574219","76.59355163574219"
"853","","","","20.75808835029602","20.75808835029602","20.75808835029602","","","","79.14758515357971","79.14758515357971","79.14758515357971"
"854","","","","","","","","","","79.24110007286072","79.24110007286072","79.24110007286072"
"857","","","","","","","","","","79.51945877075195","79.51945877075195","79.51945877075195"
"861","","","","","","","","","","79.88101077079773","79.88101077079773","79.88101077079773"
"862","","","","","","","","","","79.97290420532227","79.97290420532227","79.97290420532227"
"863","","","","","","","41.230090618133545","41.230090618133545","41.230090618133545","","",""
"865","56.21389317512512","56.21389317512512","56.21389317512512","","","","","","","","",""
"875","56.76454019546509","56.76454019546509","56.76454019546509","","","","","","","","",""
"894","","","","","","","","","","82.99317860603333","82.99317860603333","82.99317860603333"
"900","58.11147618293762","58.11147618293762","58.11147618293762","","","","","","","","",""
"907","59.32118773460388","59.32118773460388","59.32118773460388","","","","","","","","",""
"909","59.427281856536865","59.427281856536865","59.427281856536865","","","","","","","","",""
"918","59.90695381164551","59.90695381164551","59.90695381164551","","","","","","","","",""
"942","61.205846071243286","61.205846071243286","61.205846071243286","","","","","","","","",""
"945","","","","","","","","","","87.49053072929382","87.49053072929382","87.49053072929382"
"949","","","","","","","","","","87.83503532409668","87.83503532409668","87.83503532409668"
"958","","","","","","","45.6748423576355","45.6748423576355","45.6748423576355","","",""
"961","62.231645345687866","62.231645345687866","62.231645345687866","","","","","","","","",""
"974","","","","","","","46.42804718017578","46.42804718017578","46.42804718017578","","",""
"979","","","","","","","","","","90.46545767784119","90.46545767784119","90.46545767784119"
"980","","","","23.715718746185303","23.715718746185303","23.715718746185303","","","","","",""
"990","","","","","","","","","","91.42840480804443","91.42840480804443","91.42840480804443"
"1018","","","","","","","","","","93.9056510925293","93.9056510925293","93.9056510925293"
"1019","66.14470171928406","66.14470171928406","66.14470171928406","","","","","","","","",""
"1024","","","","","","","","","","94.43849563598633","94.43849563598633","94.43849563598633"
"1040","67.29711318016052","67.29711318016052","67.29711318016052","","","","","","","","",""
"1042","67.40292406082153","67.40292406082153","67.40292406082153","","","","","","","","",""
"1045","","","","","","","49.76879000663757","49.76879000663757","49.76879000663757","","",""
"1059","","","","","","","50.4356484413147","50.4356484413147","50.4356484413147","","",""
"1065","","","","","","","50.71521759033203","50.71521759033203","50.71521759033203","","",""
"1072","","","","","","","51.040793895721436","51.040793895721436","51.040793895721436","","",""
"1092","70.07290506362915","70.07290506362915","70.07290506362915","","","","","","","","",""
"1098","","","","","","","","","","100.96024823188782","100.96024823188782","100.96024823188782"
"1119","","","","","","","","","","103.01467800140381","103.01467800140381","103.01467800140381"
"1121","","","","","","","53.34836149215698","53.34836149215698","53.34836149215698","","",""
"1129","73.41748452186584","73.41748452186584","73.41748452186584","","","","","","","","",""
"1135","73.74145269393921","73.74145269393921","73.74145269393921","","","","","","","","",""
"1145","","","","27.564523935317993","27.564523935317993","27.564523935317993","","","","","",""
"1157","74.94332909584045","74.94332909584045","74.94332909584045","","","","","","","","",""
"1158","75.00086045265198","75.00086045265198","75.00086045265198","","","","","","","","",""
"1167","75.48895072937012","75.48895072937012","75.48895072937012","","","","","","","","",""
"1170","75.65033650398254","75.65033650398254","75.65033650398254","","","","","","","","",""
"1187","","","","","","","","","","109.22736406326294","109.22736406326294","109.22736406326294"
"1196","","","","28.879631519317627","28.879631519317627","28.879631519317627","","","","","",""
"1199","77.24136352539062","77.24136352539062","77.24136352539062","","","","","","","","",""
"1201","78.15664672851562","78.15664672851562","78.15664672851562","","","","","","","","",""
"1204","","","","","","","57.35655903816223","57.35655903816223","57.35655903816223","","",""
"1212","","","","","","","","","","111.54029202461243","111.54029202461243","111.54029202461243"
"1218","","","","29.390583992004395","29.390583992004395","29.390583992004395","","","","","",""
"1220","","","","29.436995029449463","29.436995029449463","29.436995029449463","","","","","",""
"1226","79.51839303970337","79.51839303970337","79.51839303970337","","","","","","","","",""
"1229","","","","29.649646043777466","29.649646043777466","29.649646043777466","","","","","",""
"1259","","","","","","","59.966554164886475","59.966554164886475","59.966554164886475","","",""
"1272","","","","30.669090032577515","30.669090032577515","30.669090032577515","","","","","",""
"1273","82.07663702964783","82.07663702964783","82.07663702964783","","","","","","","","",""
"1278","","","","30.808434009552002","30.808434009552002","30.808434009552002","","","","","",""
"1280","","","","","","","","","","117.84891510009766","117.84891510009766","117.84891510009766"
"1283","82.63789391517639","82.63789391517639","82.63789391517639","","","","","","","","",""
"1285","","","","","","","","","","118.32231593132019","118.32231593132019","118.32231593132019"
"1287","","","","","","","","","","118.51841449737549","118.51841449737549","118.51841449737549"
"1290","","","","","","","","","","118.79471039772034","118.79471039772034","118.79471039772034"
"1293","83.17906832695007","83.17906832695007","83.17906832695007","","","","","","","","",""
"1316","","","","31.69242024421692","31.69242024421692","31.69242024421692","62.68556261062622","62.68556261062622","62.68556261062622","","",""
"1326","85.82311201095581","85.82311201095581","85.82311201095581","","","","","","","","",""
"1330","86.05416893959045","86.05416893959045","86.05416893959045","","","","","","","","",""
"1375","","","","","","","65.4939706325531","65.4939706325531","65.4939706325531","","",""
"1384","89.0227460861206","89.0227460861206","89.0227460861206","","","","","","","","",""
"1386","89.13108134269714","89.13108134269714","89.13108134269714","","","","","","","","",""
"1390","89.34884333610535","89.34884333610535","89.34884333610535","","","","","","","","",""
"1391","89.40316486358643","89.40316486358643","89.40316486358643","","","","","","","","",""
"1397","89.731116771698","89.731116771698","89.731116771698","","","","","","","","",""
"1408","","","","33.86350178718567","33.86350178718567","33.86350178718567","","","","","",""
"1414","91.95594882965088","91.95594882965088","91.95594882965088","","","","","","","","",""
"1420","","","","34.14590406417847","34.14590406417847","34.14590406417847","","","","","",""
"1429","","","","34.35887002944946","34.35887002944946","34.35887002944946","","","","","",""
"1431","","","","34.40580749511719","34.40580749511719","34.40580749511719","","","","","",""
"1432","","","","34.42940902709961","34.42940902709961","34.42940902709961","","","","","",""
"1434","","","","","","","","","","132.3449592590332","132.3449592590332","132.3449592590332"
"1444","93.52130031585693","93.52130031585693","93.52130031585693","","","","","","","133.22523283958435","133.22523283958435","133.22523283958435"
"1446","","","","","","","68.86596298217773","68.86596298217773","68.86596298217773","","",""
"1455","","","","","","","69.2912700176239","69.2912700176239","69.2912700176239","","",""
"1460","","","","","","","","","","134.6465744972229","134.6465744972229","134.6465744972229"
"1465","","","","","","","69.76412153244019","69.76412153244019","69.76412153244019","","",""
"1470","","","","35.32625722885132","35.32625722885132","35.32625722885132","","","","","",""
"1477","","","","35.49072313308716","35.49072313308716","35.49072313308716","","","","","",""
"1480","","","","","","","70.48534798622131","70.48534798622131","70.48534798622131","","",""
"1488","95.80799841880798","95.80799841880798","95.80799841880798","","","","","","","","",""
"1501","97.32538890838623","97.32538890838623","97.32538890838623","","","","","","","","",""
"1510","","","","","","","71.89537620544434","71.89537620544434","71.89537620544434","","",""
"1511","97.91200065612793","97.91200065612793","97.91200065612793","","","","","","","","",""
"1514","","","","36.36285209655762","36.36285209655762","36.36285209655762","","","","","",""
"1516","","","","","","","72.17769026756287","72.17769026756287","72.17769026756287","","",""
"1527","","","","36.66796064376831","36.66796064376831","36.66796064376831","","","","","",""
"1528","98.80965423583984","98.80965423583984","98.80965423583984","","","","","","","","",""
"1542","99.54103946685791","99.54103946685791","99.54103946685791","","","","","","","","",""
"1574","","","","37.77348494529724","37.77348494529724","37.77348494529724","","","","","",""
"1577","","","","37.843443393707275","37.843443393707275","37.843443393707275","","","","","",""
"1590","102.07375597953796","102.07375597953796","102.07375597953796","","","","","","","","",""
"1591","","","","38.174564599990845","38.174564599990845","38.174564599990845","","","","","",""
"1614","","","","38.718385219573975","38.718385219573975","38.718385219573975","","","","","",""
"1627","","","","","","","","","","149.8815953731537","149.8815953731537","149.8815953731537"
"1630","","","","39.10103893280029","39.10103893280029","39.10103893280029","","","","","",""
"1634","","","","39.19692897796631","39.19692897796631","39.19692897796631","","","","","",""
"1635","","","","39.22054624557495","39.22054624557495","39.22054624557495","","","","","",""
"1641","105.7418954372406","105.7418954372406","105.7418954372406","","","","","","","","",""
"1645","105.95055031776428","105.95055031776428","105.95055031776428","","","","","","","","",""
"1649","106.19575834274292","106.19575834274292","106.19575834274292","","","","","","","","",""
"1650","","","","39.57452607154846","39.57452607154846","39.57452607154846","","","","","",""
"1660","","","","","","","79.20245027542114","79.20245027542114","79.20245027542114","","",""
"1668","107.24280071258545","107.24280071258545","107.24280071258545","","","","","","","","",""
"1687","","","","","","","","","","155.36030507087708","155.36030507087708","155.36030507087708"
"1735","111.62713932991028","111.62713932991028","111.62713932991028","","","","","","","","",""
"1752","","","","41.98521614074707","41.98521614074707","41.98521614074707","","","","","",""
"1759","","","","","","","","","","161.90382504463196","161.90382504463196","161.90382504463196"
"1768","","","","","","","84.3469135761261","84.3469135761261","84.3469135761261","","",""
"1771","","","","","","","","","","162.99428343772888","162.99428343772888","162.99428343772888"
"1811","117.16193795204163","117.16193795204163","117.16193795204163","","","","","","","","",""
"1812","117.21380949020386","117.21380949020386","117.21380949020386","","","","","","","","",""
"1823","","","","","","","86.96529293060303","86.96529293060303","86.96529293060303","","",""
"1827","117.99995446205139","117.99995446205139","117.99995446205139","","","","","","","","",""
"1828","","","","","","","","","","168.30763983726501","168.30763983726501","168.30763983726501"
"1843","","","","","","","87.9371395111084","87.9371395111084","87.9371395111084","","",""
"1863","119.9142210483551","119.9142210483551","119.9142210483551","","","","88.8834969997406","88.8834969997406","88.8834969997406","","",""
"1892","","","","45.27366304397583","45.27366304397583","45.27366304397583","","","","","",""
"1917","123.66477298736572","123.66477298736572","123.66477298736572","","","","","","","","",""
"1933","","","","46.22629356384277","46.22629356384277","46.22629356384277","92.23986673355103","92.23986673355103","92.23986673355103","","",""
"1939","124.83147478103638","124.83147478103638","124.83147478103638","","","","","","","","",""
"1942","","","","","","","92.67046689987183","92.67046689987183","92.67046689987183","","",""
"1952","","","","","","","","","","180.0576753616333","180.0576753616333","180.0576753616333"
"1956","","","","","","","","","","180.42220211029053","180.42220211029053","180.42220211029053"
"1965","","","","46.98128819465637","46.98128819465637","46.98128819465637","","","","","",""
"1976","","","","47.24187445640564","47.24187445640564","47.24187445640564","","","","","",""
"1978","126.9610824584961","126.9610824584961","126.9610824584961","","","","","","","","",""
"1982","","","","","","","94.55644106864929","94.55644106864929","94.55644106864929","","",""
"2003","","","","","","","","","","185.01682305335999","185.01682305335999","185.01682305335999"
"2028","","","","","","","96.71467089653015","96.71467089653015","96.71467089653015","","",""
"2041","","","","48.78243374824524","48.78243374824524","48.78243374824524","","","","","",""
"2059","","","","49.21223044395447","49.21223044395447","49.21223044395447","","","","","",""
"2063","132.40792727470398","132.40792727470398","132.40792727470398","","","","","","","","",""
"2070","132.78652215003967","132.78652215003967","132.78652215003967","49.47444033622742","49.47444033622742","49.47444033622742","","","","","",""
"2071","132.84020972251892","132.84020972251892","132.84020972251892","","","","","","","","",""
"2093","","","","","","","","","","193.4089071750641","193.4089071750641","193.4089071750641"
"2095","","","","","","","","","","193.62644219398499","193.62644219398499","193.62644219398499"
"2097","","","","50.11508321762085","50.11508321762085","50.11508321762085","","","","","",""
"2112","135.90620589256287","135.90620589256287","135.90620589256287","","","","","","","","",""
"2123","","","","","","","","","","196.1734414100647","196.1734414100647","196.1734414100647"
"2138","137.337078332901","137.337078332901","137.337078332901","","","","","","","","",""
"2141","137.5017237663269","137.5017237663269","137.5017237663269","","","","","","","","",""
"2155","138.25637793540955","138.25637793540955","138.25637793540955","","","","","","","199.10948204994202","199.10948204994202","199.10948204994202"
"2159","","","","51.586517333984375","51.586517333984375","51.586517333984375","","","","","",""
"2164","","","","","","","103.18267798423767","103.18267798423767","103.18267798423767","199.9275357723236","199.9275357723236","199.9275357723236"
"2165","138.80994844436646","138.80994844436646","138.80994844436646","","","","","","","","",""
"2168","","","","","","","","","","200.2911901473999","200.2911901473999","200.2911901473999"
"2175","","","","","","","103.72258472442627","103.72258472442627","103.72258472442627","","",""
"2186","139.9300675392151","139.9300675392151","139.9300675392151","","","","","","","","",""
"2189","","","","","","","","","","202.2275800704956","202.2275800704956","202.2275800704956"
"2206","142.68793869018555","142.68793869018555","142.68793869018555","","","","","","","","",""
"2210","142.89738655090332","142.89738655090332","142.89738655090332","","","","","","","","",""
"2214","","","","52.879738092422485","52.879738092422485","52.879738092422485","","","","","",""
"2227","143.78801727294922","143.78801727294922","143.78801727294922","","","","","","","","",""
"2237","","","","","","","","","","206.57306337356567","206.57306337356567","206.57306337356567"
"2239","","","","","","","106.7774121761322","106.7774121761322","106.7774121761322","","",""
"2241","","","","","","","106.8739492893219","106.8739492893219","106.8739492893219","","",""
"2245","","","","","","","","","","207.29927015304565","207.29927015304565","207.29927015304565"
"2250","145.0151491165161","145.0151491165161","145.0151491165161","","","","","","","","",""
"2251","","","","","","","107.36654210090637","107.36654210090637","107.36654210090637","","",""
"2252","145.12620449066162","145.12620449066162","145.12620449066162","","","","","","","","",""
"2265","145.81486225128174","145.81486225128174","145.81486225128174","","","","","","","","",""
"2267","145.9201169013977","145.9201169013977","145.9201169013977","","","","","","","","",""
"2288","","","","","","","109.20526337623596","109.20526337623596","109.20526337623596","","",""
"2298","","","","54.85885167121887","54.85885167121887","54.85885167121887","","","","","",""
"2308","","","","","","","","","","213.23075318336487","213.23075318336487","213.23075318336487"
"2314","","","","","","","110.57889819145203","110.57889819145203","110.57889819145203","213.77304363250732","213.77304363250732","213.77304363250732"
"2327","","","","","","","","","","214.9432818889618","214.9432818889618","214.9432818889618"
"2328","","","","","","","111.25359439849854","111.25359439849854","111.25359439849854","","",""
"2330","150.14070296287537","150.14070296287537","150.14070296287537","","","","","","","","",""
"2337","","","","","","","","","","215.83623886108398","215.83623886108398","215.83623886108398"
"2340","150.72569060325623","150.72569060325623","150.72569060325623","","","","","","","","",""
"2346","","","","","","","","","","216.64026999473572","216.64026999473572","216.64026999473572"
"2349","","","","56.05874991416931","56.05874991416931","56.05874991416931","","","","","",""
"2351","151.30644178390503","151.30644178390503","151.30644178390503","","","","","","","","",""
"2363","","","","56.395636320114136","56.395636320114136","56.395636320114136","","","","","",""
"2372","","","","","","","113.63959884643555","113.63959884643555","113.63959884643555","","",""
"2380","","","","","","","","","","219.71859622001648","219.71859622001648","219.71859622001648"
"2401","","","","57.2852885723114","57.2852885723114","57.2852885723114","","","","","",""
"2403","","","","","","","","","","221.79417490959167","221.79417490959167","221.79417490959167"
"2420","","","","","","","115.89965605735779","115.89965605735779","115.89965605735779","","",""
"2422","","","","57.77658772468567","57.77658772468567","57.77658772468567","","","","","",""
"2423","","","","","","","","","","223.62072134017944","223.62072134017944","223.62072134017944"
"2428","","","","","","","","","","224.09911823272705","224.09911823272705","224.09911823272705"
"2437","156.76244568824768","156.76244568824768","156.76244568824768","","","","","","","","",""
"2443","157.08151268959045","157.08151268959045","157.08151268959045","","","","","","","","",""
"2444","","","","58.295254945755005","58.295254945755005","58.295254945755005","","","","","",""
"2457","","","","","","","117.63452506065369","117.63452506065369","117.63452506065369","","",""
"2462","158.07827472686768","158.07827472686768","158.07827472686768","","","","","","","","",""
"2464","","","","58.76568818092346","58.76568818092346","58.76568818092346","","","","","",""
"2471","158.54784440994263","158.54784440994263","158.54784440994263","","","","","","","","",""
"2476","","","","","","","118.52705550193787","118.52705550193787","118.52705550193787","","",""
"2477","158.87795114517212","158.87795114517212","158.87795114517212","59.07199048995972","59.07199048995972","59.07199048995972","","","","","",""
"2483","159.19988775253296","159.19988775253296","159.19988775253296","","","","","","","","",""
"2491","","","","","","","119.23638701438904","119.23638701438904","119.23638701438904","","",""
"2499","160.0497431755066","160.0497431755066","160.0497431755066","","","","","","","","",""
"2520","","","","","","","120.62460923194885","120.62460923194885","120.62460923194885","","",""
"2523","","","","","","","120.76606869697571","120.76606869697571","120.76606869697571","","",""
"2533","162.7207236289978","162.7207236289978","162.7207236289978","","","","","","","","",""
"2536","162.8787236213684","162.8787236213684","162.8787236213684","","","","","","","","",""
"2547","","","","60.743849754333496","60.743849754333496","60.743849754333496","","","","","",""
"2549","","","","60.83787226676941","60.83787226676941","60.83787226676941","","","","","",""
"2574","","","","61.478660106658936","61.478660106658936","61.478660106658936","","","","","",""
"2579","","","","61.59503245353699","61.59503245353699","61.59503245353699","123.49347877502441","123.49347877502441","123.49347877502441","","",""
"2595","166.23948001861572","166.23948001861572","166.23948001861572","","","","","","","","",""
"2610","","","","","","","","","","240.98202562332153","240.98202562332153","240.98202562332153"
"2613","","","","","","","","","","241.25968623161316","241.25968623161316","241.25968623161316"
"2644","169.6642346382141","169.6642346382141","169.6642346382141","","","","","","","","",""
"2645","169.71660470962524","169.71660470962524","169.71660470962524","","","","","","","","",""
"2677","171.38857316970825","171.38857316970825","171.38857316970825","","","","","","","","",""
"2683","","","","64.2375500202179","64.2375500202179","64.2375500202179","128.3912136554718","128.3912136554718","128.3912136554718","","",""
"2693","","","","","","","128.8591423034668","128.8591423034668","128.8591423034668","","",""
"2701","","","","","","","","","","249.3326930999756","249.3326930999756","249.3326930999756"
"2710","","","","","","","129.65840816497803","129.65840816497803","129.65840816497803","","",""
"2718","175.15891790390015","175.15891790390015","175.15891790390015","","","","","","","","",""
"2720","175.26222252845764","175.26222252845764","175.26222252845764","","","","","","","","",""
"2729","175.726646900177","175.726646900177","175.726646900177","","","","","","","","",""
"2736","","","","65.52310633659363","65.52310633659363","65.52310633659363","","","","","",""
"2746","176.6155550479889","176.6155550479889","176.6155550479889","","","","","","","","",""
"2768","","","","","","","","","","255.43500995635986","255.43500995635986","255.43500995635986"
"2769","","","","","","","","","","255.52563500404358","255.52563500404358","255.52563500404358"
"2776","178.18127822875977","178.18127822875977","178.18127822875977","","","","","","","","",""
"2783","178.53990769386292","178.53990769386292","178.53990769386292","","","","","","","","",""
"2784","178.59130859375","178.59130859375","178.59130859375","","","","133.2144742012024","133.2144742012024","133.2144742012024","","",""
"2786","","","","","","","133.31107330322266","133.31107330322266","133.31107330322266","","",""
"2787","","","","","","","133.35820698738098","133.35820698738098","133.35820698738098","","",""
"2790","178.90013575553894","178.90013575553894","178.90013575553894","","","","","","","","",""
"2798","179.31036829948425","179.31036829948425","179.31036829948425","","","","","","","","",""
"2800","","","","","","","","","","258.4502558708191","258.4502558708191","258.4502558708191"
"2801","","","","67.02333307266235","67.02333307266235","67.02333307266235","","","","","",""
"2809","","","","67.20876455307007","67.20876455307007","67.20876455307007","","","","","",""
"2817","181.12455320358276","181.12455320358276","181.12455320358276","","","","","","","","",""
"2822","","","","","","","","","","260.46395230293274","260.46395230293274","260.46395230293274"
"2866","183.6763195991516","183.6763195991516","183.6763195991516","","","","","","","","",""
"2868","","","","","","","","","","264.65627360343933","264.65627360343933","264.65627360343933"
"2870","","","","68.62558841705322","68.62558841705322","68.62558841705322","","","","","",""
"2877","184.25201058387756","184.25201058387756","184.25201058387756","","","","","","","","",""
"2896","","","","69.27717423439026","69.27717423439026","69.27717423439026","","","","","",""
"2946","","","","70.45799446105957","70.45799446105957","70.45799446105957","","","","","",""
"2955","","","","70.66997861862183","70.66997861862183","70.66997861862183","","","","","",""
"2959","189.29286432266235","189.29286432266235","189.29286432266235","","","","141.92071151733398","141.92071151733398","141.92071151733398","","",""
"2963","","","","","","","","","","273.1028034687042","273.1028034687042","273.1028034687042"
"2969","189.8064525127411","189.8064525127411","189.8064525127411","","","","","","","","",""
"2973","190.01147723197937","190.01147723197937","190.01147723197937","","","","","","","","",""
"2984","190.57138872146606","190.57138872146606","190.57138872146606","","","","","","","","",""
