Step;NICE - MMD;VAE - MMD;WGAN-GP - MMD;FCPFLOW - MMD
2128;;;0.25753395451037;
2132;;;0.3261158672076745;
2139;;;0.40197379096551333;
2145;0.050702370981899225;;;
2153;;;;0.14533688608370365
2157;0.0555127916000423;;;
2158;;0.2444457922005039;;
2162;0.05046226725065972;;;
2170;;;0.15150190962661336;
2180;0.052393657243377634;;;
2183;;;0.2133067615567299;
2199;;;;0.13078408655249985
2214;;0.24440006648302703;;
2216;;0.24416735421839708;;
2221;;;;0.13267110993822517
2226;0.053400559803697956;;;
2230;;;;0.1302846854839439
2240;;;0.23191615236848495;
2257;;;;0.14860547952771408
2281;0.05098301174248543;;;
2295;0.053169509568383955;;;
2297;;;;0.14544778741490116
2299;;;;0.1343320877442309
2306;;;;0.1376499804097413
2317;;;0.2717538061628312;
2318;;;;0.1242683235292601
2332;;;;0.13218063224399268
2339;0.052474643235920326;;;
2346;;0.2460548744978257;;
2368;0.04797574449324904;;;
2371;;;0.28003409850678396;
2389;0.05593072408194477;;0.2689167282209023;
2396;0.05441275443015403;;;
2398;;;;0.11959390334903741
2410;;0.24482063937994458;;
2412;;;0.28367227951803176;
2426;0.057684434187384226;;;
2431;;;;0.13472992551954532
2434;;0.24686399455263253;;
2439;0.05099335427295981;0.24845273675187007;;0.1343953053099889
2450;;;;0.13234786990376635
2463;0.05170174367872449;;;
2465;0.050318353455101494;;;
2468;;;0.3877053061033011;
2476;;;;0.12091467149636315
2484;;;;0.13063159545280212
2487;;;;0.12827149071911936
2493;0.053122683103210555;;;
2510;;;0.1646679192848408;
2516;;0.24729771704998083;;
2518;;;0.16206305639862528;
2531;;0.24896832528426627;;
2539;0.0517202173715724;;;
2550;0.0501027370994952;;;
2559;;;0.3363217177245227;
2567;;0.25100659713957185;;
2595;;;;0.12939984524204906
2597;;0.25000570550060197;;
2599;0.05168148954573781;;;
2615;;;0.15497776815984154;
2631;0.05208838791602788;;;
2634;;;;0.12861974291846412
2638;;0.2470026845837061;0.1147573930795921;
2642;;;0.1160628953570676;
2653;;;;0.1369649846779195
2671;;;0.2590810395185513;
2673;;0.2484717738111919;;
2674;;;;0.14401105830327143
2684;0.05069484939420399;;;
2691;;;;0.1282584070479149
2700;0.05020429814913052;;;
2719;;;;0.12707257503172587
2728;;;;0.11804379560086131
2732;;0.24960928519918757;;
2740;0.045790019596288145;;;
2745;0.04783197343515577;;;
2753;;;0.25167952205821464;
2754;;;;0.13128407497864392
2755;;;;0.13334744566646095
2758;0.050087547200588056;;;
2761;;0.25015339234820244;;
2765;;;;0.12094364264706203
2766;;;0.2000832272422881;
2777;;;;0.12526256081676634
2789;0.05212425122958808;;;
2801;;0.25304334891983915;;
2803;;0.25200176302951727;;
2806;;;;0.13938301104487016
2821;;;0.19832234325041687;
2834;;;;0.12760917056226284
2842;;;0.20576049461319912;
2859;;;0.201105148931622;
2861;;;0.21123272077006172;
2867;;0.25183712320832274;;
2870;0.05919560343049046;;;
2871;;0.2539805544204621;;
2888;0.051086852554751316;;;
2892;;0.24900162533450731;;
2903;0.05259131439197895;;;
2904;;;;0.11244370064333675
2907;;;0.12124659854489972;
2913;;;0.1247953972656789;
2918;;;;0.13819325870685928
2923;;;0.11626138870022451;
2940;;;;0.11451192363743945
2955;0.05433675487704781;;;
2960;;;;0.13258967785900788
2968;;0.24807857155383228;;
2979;;0.2485981401522963;;
2981;0.054095937563734764;;;
2983;;0.24444299325776253;;
2989;;;;0.13940222163556126
2998;0.04798043047639866;;;
2999;;0.24675926473707666;;
3003;0.04525913483922661;;;
3021;;;0.24836411406784342;
3026;;;0.22644326204322307;
3028;;0.24960640749188334;;
3032;;0.25029775861082393;;
3056;0.049727736031840775;;;
3061;;0.24920708954744275;;
3070;0.0507171894091446;;;
3086;;;0.35593033263865326;
3093;;;;0.12143862118589488
3094;;0.2503432337864915;;
3099;;;;0.11642041202748477
3118;;0.24758245819967706;;
3124;;;;0.1407965802756157
3125;0.0500704812293945;;;
3142;;;;0.13015411109780084
3149;;;;0.11900526846878301
3155;;;;0.12828540304151326
3168;;;;0.12876901167177723
3192;;0.24317492017314124;;
3196;0.048731785505756076;;;
3204;;;;0.12244768332140255
3207;0.04995163229442279;;;
3208;;;;0.15108557503441333
3215;;;0.13598480957312453;
3218;;;0.1495012559766622;
3219;;;0.15315755451316226;0.15457795652426176
3240;;;0.25379229844666207;
3251;;;0.2982677730401707;
3257;;;;0.11878334742892016
3266;;;;0.1292373047381037
3269;0.046723248433856224;;;
3280;;0.2455094944723999;;
3293;0.04851749226850932;;;
3295;;0.24378543036633626;;
3300;0.04927718976253814;;;
3308;0.05061709245128587;;;
3312;0.04939636703932493;;;
3313;0.048001633161843915;;;
3324;0.045575009153990154;;;
3344;;;;0.12557778646844886
3351;;0.2497354257829827;;
3365;0.05196528199642125;;;
3370;;0.24831817888823005;;
3373;;0.24368926508018518;;
3390;;;;0.1269860602391386
3429;0.04467294002208355;;;
3441;;;0.2470751404206064;
3448;;;0.2856631661028395;
3452;0.046954479747273625;;;
3470;;;0.22811589244347552;
3483;;;0.29296091107362265;
3506;0.04436306927368838;;;
3509;0.04609095944264363;;;
3525;;;0.20170820617842278;
3559;;;;0.14603314144834068
3562;0.044060957843622184;;;
3587;;;0.22536204323439413;
3599;;0.24420160818805714;;
3602;;;;0.12842670492720742
3605;0.04768185752992271;;;
3612;0.04458696256422723;;;
3617;;;0.226863027418439;
3637;;;;0.12179178788895606
3650;;;0.4209936236465941;
3661;;;0.37848690292218024;
3679;;;;0.1480929660827648
3712;0.045525224952484344;;;
3719;0.04531371265935258;;;
3730;;;0.20635820570724428;
3732;;;;0.13554101755506975
3748;;;;0.13415554193716317
3762;;;0.1922437119933771;0.11449289506451099
3767;0.04960335451518061;;;
3769;;;;0.11145574273099634
3772;;;0.18035369570370274;
3783;0.04579114933297512;;;
3785;;;0.3196980693037078;
3792;;0.25065397444572235;;
3798;;;0.41552943688966604;
3802;;;0.4220422174753061;
3811;;;0.38406322787933733;
3839;;;;0.12185556213546422
3842;;;;0.11345882757512715
3856;0.04478456944437359;;;
3865;;;0.5219254787088251;
3898;0.04134507169790913;;;
3899;;;0.14508546582706094;
3908;;0.24518518388917165;;
3914;;;0.16858762731810017;
3916;0.04619353622056099;;;
3925;;0.24836645152252101;;
3933;0.04156510847914785;;;
3940;;;0.27554806279306565;
3945;;;;0.1431833201199486
3958;;;0.23363462788091094;
3977;;0.24329931511331515;0.1923342875505094;
3986;;0.24596519149245855;;
3988;;0.24694424267593185;;
3992;0.04595043724362924;;;
3995;;0.24644434920272573;;
3997;;0.24742247467692646;;
3999;;;0.20680319287789795;
4016;;;;0.12099596685869662
4019;0.041240810880748824;;;
4034;;0.2437500233635881;;
4035;;0.24585697217138658;;
4036;;;;0.11816580791033915
4043;;0.24711623239682123;;
4050;0.0428019828878603;;;
4051;;0.24860611135055488;;0.13587480150011522
4061;0.04057522832326199;;;
4062;0.0431500779062256;;;
4066;0.04100874818045641;;;
4071;;0.24763311885271366;;
4073;;;;0.11598655137675573
4088;;;;0.11799819121581634
4093;;;;0.1314075711047793
4099;;0.24965528925160263;;
4102;;;;0.12117745558988391
4107;;;;0.12242739490205223
4108;;;;0.12143412700038736
4117;0.051956874725490376;;;
4120;;;0.12392596945818857;
4125;;;0.14048978520299316;
4158;;;0.3014720014049661;
4170;;;;0.1317664884770431
4171;;0.2497264986525336;;
4184;0.044170644741028164;;;
4191;;0.24776363853646743;;
4194;0.0481434361604528;;;
4196;;0.24950987877788;;
4199;;0.2460732661381122;;0.13146569875636227
4203;;0.24664411846817624;;
4209;;;0.20808683917864879;
4215;;;0.2072540333663062;
4220;;;0.20690473814977373;
4221;;0.2542356390945568;;
4232;0.044556281029656364;;;
4233;;;;0.146431364540887
4239;0.05024178610136221;;;
4240;;;0.16747238817562893;
4244;;0.251889222851174;;
4254;;;;0.12728953710195223
4263;0.04572193510404332;;;
4269;;;;0.13468545207934435
4279;0.043139178921918875;;;
4285;0.04381576608993332;;;0.12241569451008671
4288;0.04634369358669188;;;0.12824321647468917
4294;;;;0.12797185387314935
4297;;;;0.11801143136068326
4300;0.04529765292337962;;;
4304;;;0.256681961544577;
4306;;0.2481021835138082;;
4319;;;;0.13338313783319466
4327;;;;0.11776355948774109
4328;;;0.42763391640784165;
4345;;;;0.12111989884568697
4350;;;0.24639196923389306;
4355;0.0427814641966362;;;
4372;;0.24700205121526064;;
4374;0.04526489967256975;;;
4403;0.03946896099343744;;;
4429;0.03856924520361815;;;
4433;0.04366268343923252;;;
4450;;;;0.1173576834343919
4453;;;0.35987696240958134;
4463;0.04196332587294416;;;
4482;;;;0.11934063992556099
4487;0.04419712840062373;;;
4501;;;0.1134193949036243;
4507;;;;0.1110506927197632
4520;;;0.1681141819442401;
4521;;;;0.14029473264781256
4536;0.04205266009030051;;;
4539;;;0.22482270141636507;
4548;0.03940389499048513;;;
4551;0.04241022575821285;;;
4562;;0.24634259021484284;;
4564;0.04182561116750827;;;
4568;;;0.13392993093686034;
4585;;;;0.12773964765005497
4593;0.04543801343196596;;;
4595;;;;0.13149337143396722
4607;;;;0.13192992544685822
4635;;;;0.1166814437612691
4636;;;0.16994804482460768;
4648;;;;0.11568193054536469
4657;;0.246618203178542;;
4659;0.03799045466082929;;;0.13806464831273701
4663;;;;0.1373297734152783
4670;;;;0.11579395594483555
4671;0.04082229656413283;;0.1617021477954106;
4679;0.04539333706144977;;;
4682;;;0.1976234499391165;
4683;;;0.1842804502613543;
4690;;;0.18597215183063898;
4698;;;;0.10345201836226425
4709;;;0.3305294943311907;
4731;0.038779675732628194;;;
4739;;0.2492594807178785;;
4741;;0.24924818525421322;;
4747;0.03777450381095704;;;
4749;;0.24673283905812093;;
4754;0.033663512246352556;;;0.12930591448145923
4763;0.039989735834334184;;;
4773;;;;0.11024704970769239
4775;0.047057916558569834;;;
4778;;;0.41750978278197437;
4787;0.03623561415430265;;;
4789;;0.24800645435008772;;
4802;;0.2502798957111121;;
4803;;;0.24149354782574783;
4808;0.045420529152981115;;0.2420323184205544;
4809;0.050806433009872976;;;
4839;;;;0.12742809139163813
4851;;;0.38151695403177877;
4865;0.042276192326170636;;;
4899;;;;0.12073178549947405
4904;;0.24679801846040683;;
4911;;;;0.12290232660585199
4915;;;;0.13041379566912625
4923;;0.24807458217013223;;
4932;;0.2480212077236481;;
4939;0.039068280319783044;;;
4942;;0.24898499570846755;;
4955;0.04212943822184423;;;
4959;0.03418404931111896;;;
4962;;;;0.12123644752887475
4965;;;;0.1119862510089682
4988;0.03498206943807369;;0.14502850251498345;
4994;;;0.165664495372147;
5013;;;;0.11434781546716288
5015;0.03570645778841841;;;
5016;;;0.36912064363825947;
5023;0.03812652234602776;;;
5024;;;;0.13090997290851702
5026;0.0392108748560166;;;
5029;;0.2530313058200431;;
5030;0.04164024188708915;;;
5037;;;;0.1283564734488707
5047;0.045245512642977714;;;
5051;;;;0.13549866194980864
5056;;;0.15335636837272704;
5067;;;;0.1134556937662694
5070;;0.2465425336627891;;
5088;;;0.18778517421341345;
5093;;;0.21269589561745128;
5097;;;;0.10247800851402422
5104;0.04076956831653544;;;
5114;;;;0.11511846695201511
5131;0.03880558767108011;;;
5132;;0.25337469075589536;;
5133;;0.25344042355784024;;
5146;;0.25086097001425944;;
5147;0.03535421273020212;;;
5148;;;0.19915886996817145;
5149;;0.25132917926169185;;
5152;0.03433983409015173;;;
5156;;0.2471291693824802;;
5165;;;0.1750291221619914;
5167;;0.25328426663518755;;
5168;;0.24932343892198472;;
5173;;0.25130741260359923;;
5214;;;;0.12103220009493199
5216;;;0.22820226954779943;
5224;0.04146776749975267;;;
5229;;0.24988311829909127;;
5230;;0.2502351039981019;;
5241;;0.2516083753963374;;
5249;;0.2506623259185945;;0.11237765031992009
5252;;;;0.11818762012577855
5262;;0.2484048355046069;;
5291;;;;0.12913118098178633
5295;;;0.27407204872475566;
5298;0.03936919043967513;;;
5308;;;0.26439881146349375;
5311;;0.24748521650005006;;
5319;0.03427734444130459;;;
5337;;0.24967709017212925;;
5346;0.04077771481166992;;;
5384;0.038834669989629145;;;
5394;;0.2487376715143892;;
5400;;;;0.11503541869288125
5404;;;0.319984632872106;
5416;0.04060887255800816;;;
5435;;;0.1743603767880586;
5444;;0.24360305361024048;;
5448;;;0.15705352575403164;
5449;;;0.15718944566281245;
5458;;;0.16590673542810486;
5459;0.03824208748061819;;;
5472;;;;0.13627759940848527
5521;;0.24759080272074052;;
5523;;;;0.11308814143019008
5528;;;;0.11658529824930586
5535;;0.250829943584961;;
5536;0.033295060438739976;;;
5538;0.0348773905291766;;;
5544;;;;0.11929590583991301
5545;;;;0.11345175398217333
5548;;;;0.12437470020589769
5564;0.03552046277905441;;;
5571;;;;0.13912699415111884
5572;;;0.24510033077441384;
5576;;0.2458525370537361;;
5595;;;0.3060837897138817;
5597;;;0.28755826501950676;
5603;;;;0.1364771681830943
5629;;;0.1432998374744412;
5630;0.0358640864081371;;;
5631;;;;0.1257184333954653
5638;;0.2487352910711227;;
5640;;;0.15760422381019445;
5663;;;;0.11892374786217319
5665;;;0.36218940186956505;
5666;;;0.39129418665861315;
5667;;;0.3696034810748886;
5669;;;0.3753349416253675;
5673;;;;0.10335588958313657
5691;;;0.27613045756538057;
5703;;;0.29790972491243384;
5705;;;0.28793765440465025;
5706;;;0.2899384399763384;
5713;;;;0.09532725096536887
5725;;;;0.10690327677677947
5729;0.03795028755025909;;;0.12678345246431943
5733;;0.2464728469791042;;
5750;;;0.23834493633979237;
5754;;;0.21399297949245977;
5756;0.03522860808371242;;;
5796;;;0.18725493731514775;
5797;;;;0.11465060213684874
5801;0.03323082986311532;;;0.11799203708748718
5820;;0.2470692225429889;;
5833;;;;0.10891540305170921
5835;;;;0.12644486500129082
5840;0.03543059732987652;;;
5851;0.03865195030006341;;;
5859;;0.2505141733422511;;
5864;;;;0.11137826221828728
5892;;0.2506923523572788;;
5899;;;;0.10196932545935677
5907;;0.2515235122765933;;0.10356159166104217
5909;;;0.35605676156024535;
5920;;;0.2649587527419771;
5921;;0.24992065336294345;;
5925;;;;0.12127950299036905
5931;;;0.21346115707242952;0.12264119028812481
5941;0.03398448217713823;;;
5944;0.036172518534735354;;;
5955;;;;0.1262408887823503
5972;;;0.20866978298390004;
5991;;;;0.13635770929679047
6006;;0.2496528758526544;;
6007;;;0.2662993821385705;
6021;0.031114904244957664;;;
6022;0.03326574160795048;;;
6034;;;;0.12788757364246073
6058;;;;0.11131195774012759
6062;0.034030547935175015;;;
6091;;0.2520912183436843;;
6098;;0.2533714957072375;;
6137;;0.24912129284449902;;
6141;;0.2484707279998537;;
6148;0.03783772804274388;;;
6152;;;0.16233006893068647;
6154;;;0.1605206953775833;
6158;0.03957957837223147;;;
6168;0.035732901466963174;;;
6173;;;;0.12245859684266147
6176;;;;0.12977185041547679
6185;0.033214846845490587;;;
6191;0.031980070632939284;;;
6195;;;;0.13311133417045284
6205;0.03354119707234038;;;
6210;;;;0.11947012730260842
6215;;;0.23108537586964983;
6216;0.030138726485162692;;;
6218;;;0.20487002554362;
6232;;0.25243375222290076;;
6255;;;0.23368991403307393;
6257;;;;0.10185495231351238
6258;0.03410385990439824;;;
6277;0.03593867896870506;;;0.12147810564462813
6278;;;;0.10868219337645812
6286;;;0.2532452067910924;
6291;0.035682502642964464;;;
6303;;;;0.10636806118197639
6310;;0.2520655468213093;;
6318;0.03174035747065873;;;
6320;;0.2530522861740201;;
6322;;;0.48129719193377135;
6324;;;;0.1166818984396436
6327;;0.2493039649772968;;
6328;0.029532254023952653;;;
6330;0.03300537839436479;;;
6360;0.03928394836408999;;;
6376;;;0.22464587132282743;
6378;0.03929715778576326;;;
6383;0.03600670035556619;;;
6389;;;;0.14204580115015975
6394;;0.24943951749051263;;
6395;;0.25170719524041263;;
6401;;;;0.113319582144505
6413;;;0.2556997605109008;
6422;;;0.23759326610170606;
6424;0.03793578992181723;;;
6430;;0.24753726190405523;;
6431;;0.2500768427185247;;
6432;;;0.2173496265276953;
6435;;0.251898063765982;;
6468;;;0.13840829261730192;
6472;0.03660631903900646;;;
6474;;;0.14348384160504402;
6484;;;0.17792940692950754;
6488;;;;0.12852844993742263
6499;;;;0.11647185815045957
6500;;;;0.11133099357923126
6504;;;;0.11181876429826576
6505;;0.25228658192795894;;
6507;0.03365748529918189;;0.3240200224048765;
6554;;;0.24140954245853652;
6555;;;0.2389581287143987;
6558;;;;0.12910839492006465
6560;;;0.23051632694883883;
6563;;0.2510028268735367;;
6570;;;;0.11119023920071802
6580;;;;0.09956253165976836
6585;;;0.1929489904976095;0.09363717900622026
6587;0.034200564630404995;;;
6588;;0.2487271681032459;;
6611;;;0.5242094673499902;
6616;;0.25227904165896176;;
6617;0.03441106498982771;;;
6627;0.03338302418098971;;;
6640;;;0.23538735955307732;
6671;0.0339713486693658;;;
6673;0.030893197547004925;;;
6686;;;;0.10321151037180787
6694;;;;0.10751045756401223
6700;;;;0.11055819732934036
6707;;;;0.11522478505245304
6709;;;0.18629594272605643;
6712;;;;0.1285058502382479
6718;0.02932766734110792;;;
6722;0.03138764548460282;;;
6732;0.031566845336786;;;
6756;0.030613899650770326;;;
6758;;;;0.11771280125943173
6781;;;0.2609332282640252;
6783;;;0.22008855550383777;
6785;;;;0.10542687176386623
6814;;;;0.10969304798169399
6824;;0.25059581031789024;;
6840;;;;0.10625633619120456
6843;;;;0.10968264701280228
6855;;;;0.13258272354901246
6867;;;;0.11398703853980363
6869;;0.2496539641000488;;
6875;;;0.18716116305976538;
6883;0.030984090071317638;;;
6886;;;0.16376910359970476;
6923;;0.2535526075294774;;
6931;;;0.2832016450647292;
6939;;;;0.10860567120671094
6945;;;;0.11339498293474937
6948;;;;0.10749111996198013
6960;;;0.12901419241835765;
6967;0.029627637060372636;;;
6976;;;;0.10455346248407804
6978;0.03238147633105537;;;
6979;0.030874718564890546;;;0.12094644567345547
6984;;;0.16411652613262906;
6996;;0.25398297687051397;;
7014;0.03245861210015355;;;
7019;;;;0.13978812252516892
7029;;;0.19842771523373004;
7038;0.03312825641859951;;;
7043;;;;0.1100304067103155
7050;;;0.5007588000884894;
7060;;;0.4813055289510285;
7072;;;0.23616319472746727;
7095;;0.25102002399486145;0.21729209397382343;
7120;;0.25029033203950646;;
7121;;;0.2881820810046689;
7130;0.032716719285726614;;;
7134;;;;0.11601066250965086
7151;;0.25378069725544106;;
7159;;;0.22942565310969343;
7160;;;;0.11957717619728392
7163;;0.25446744774218066;;
7171;;0.25636889404868524;;
7178;;0.2523432893027542;;
7186;0.029586479571762636;;;
7187;;0.2546061380447229;;
7188;;;;0.1284345811465264
7194;0.03334141909553645;;;
7214;0.03040649356262426;;;
7217;;;0.3032048675903066;
7219;0.03279282118156668;;;
7228;;0.2521195584461644;;
7230;0.033357389631739065;;;
7237;0.02699186058051206;;;
7241;0.02969809625535791;;;
7247;;;0.17893895349775435;
7251;;;0.19733498841484265;
7255;;;;0.12625506546233756
7268;;0.2538216120906567;;
7274;;0.25230366846775043;;
7278;0.02897556672861268;;;
7283;;;;0.10370779043301726
7294;;;0.39904651879623665;0.14480654057242948
7313;;;;0.12009960309934598
7324;;;;0.09713508472941323
7326;;;0.27439203514398036;
7332;;0.2531090807415064;;
7343;0.02908714380490307;;;
7353;;0.2579526905684677;0.24446619191408248;
7361;;;;0.10224829961067594
7363;0.027021262683688874;0.2548216403302699;;
7364;;;0.22128716192258135;
7365;;;;0.10056597224708885
7377;;;;0.11278263027166102
7378;0.035102134780639394;;;
7387;;0.2524132167150148;;
7388;0.03996162305463424;;;
7422;;;0.1943701261692803;
7436;;0.2510617791710985;;
7451;0.035043908156201065;0.25162040574402167;;
7454;;;0.5890575634227035;
7458;;;;0.10574643338856338
