Step;NICE - MMD;VAE - MMD;WGAN-GP - MMD;FCPFLOW - MMD
27362;;;;0.09625628791775553
27368;0.014927111737244037;;;
27377;;;;0.0850548389504917
27393;0.013981684913288328;;;0.09200668564607928
27396;;0.254999682550354;;
27438;;;;0.089879095895667
27446;;;0.48168756647206246;
27460;0.01569324622620627;;0.23718416786933627;
27467;0.012914831763062296;;;
27471;;;;0.115114282987687
27488;;;0.20169063427686285;
27491;0.01922243604262941;;;
27493;;;;0.0958004149892977
27511;;;0.24033306040688351;
27519;0.015132207131276942;;;
27522;;0.2549966060886919;;
27533;;;;0.09350873036286722
27534;;;;0.07590335200553555
27545;;;;0.07672194274148125
27550;0.015147702049949308;;;
27556;;;0.28869908935331834;
27570;;;0.41749962445899547;
27576;;;0.3217520717749942;
27577;;;0.3092602016893018;
27578;;0.2532476677523523;;
27582;;0.25407083221021587;;
27587;;;;0.08216763515256476
27591;;;;0.0748595151343997
27598;0.017232184447599774;;;
27605;0.014934615288158759;;;0.07635161654921552
27625;;;0.16246837959384286;
27664;;;0.21157085529059216;
27690;;0.253619420545234;;
27699;;;;0.09192213565560858
27731;0.01637822750512441;;0.3796101410898336;
27733;;0.2555030998630119;;
27735;;;;0.09175961759674856
27741;;;;0.07082489947876836
27744;0.016072918952745874;;;
27751;0.01596052601395792;;;
27756;;;;0.06884265891814922
27775;;;;0.10134860860103201
27776;;;;0.07368282279616567
27782;;;0.160489342567669;
27799;;0.25375927422479894;;
27806;0.014257647348512092;;;
27808;;0.25251086094924546;;
27817;;0.2545264363889612;;
27831;;;0.3612178786571629;
27856;0.01600547008844777;;;
27859;;;;0.07228972808542511
27860;;;;0.06599127227168688
27887;0.013239043588697874;;;
27889;;0.25457576140307236;;
27890;;;;0.09200027151206602
27891;;;;0.06574841424912636
27896;0.016509679275865108;;;
27900;;;;0.08583948716843404
27904;0.014514495760293844;;;
27912;0.013989089270207367;;;
27920;;;;0.07520906908247538
27923;;0.2541412721296403;;
27927;;0.2535839987544981;;
27934;;;0.2689656856703677;
27965;;;;0.07004907957201978
27971;;0.2537841690985596;0.433344717151509;
27976;0.02920690807368642;;;
27989;0.03173232482091426;;;
27991;0.029972155269814782;;;
28000;;;;0.09699266558102182
28001;;;0.3863181453037273;
28005;;;;0.07812342403091488
28013;0.029257723528866353;;;
28045;;;0.40644344860800397;
28054;;0.2518557094853042;;0.07018769221148258
28065;;0.2514402138835772;;
28072;;;;0.09893574558224683
28078;0.027046678455243445;;;
28081;;0.2552072434272663;;
28082;;;;0.07416259634457778
28109;;0.25601614974447906;;
28128;;;;0.10796386088247578
28138;0.020913793838134853;;;
28149;;;0.21063120815710834;
28152;;;0.190059595939585;
28156;0.021159965412553605;;;
28178;;;0.2699237649985009;
28187;;;;0.08164993629516182
28189;;0.2557076317661535;;
28194;;;;0.07830724547863899
28199;;0.25562792865327566;;
28204;0.021314773758898342;;;
28212;;;;0.07518239713184982
28215;;;0.4522800476544242;
28222;0.02415948268881185;;;
28227;;;0.2888299364454794;
28238;;;0.21057356485291345;
28240;0.019436142452235905;;;
28244;0.02101394466719897;;;
28251;0.018761990466053313;;;
28258;;;0.1686164477143708;
28271;;;;0.09373494814531202
28287;;;0.14149745866765417;
28296;;;;0.07652668711450605
28310;;;;0.08021148974533998
28315;;0.2560542288488994;;
28320;0.015661378959527017;;;
28325;0.01825289036688693;;;
28330;;;0.14340350261344958;
28335;;0.25475500375684357;;
28361;;0.25667062599406787;;
28365;;;;0.09133113626441314
28394;;0.2550926468985393;;
28395;0.014374560448437768;;;
28400;;;;0.07523878662369932
28401;;;0.4208074244381773;
28419;0.016366038708781616;;;
28438;;;0.18543203264288233;
28498;0.01662861418106598;;;
28501;0.013977642414478297;;;
28506;;;0.3098407923313391;
28518;0.016154306950648678;;;
28536;0.01656124762219202;;;
28543;;;;0.0993630507281531
28548;;;0.3580255823405205;
28559;;0.2529030791186051;;
28564;;;;0.08708793681712967
28570;;0.2546598985555011;;
28576;0.01696428273361905;;;
28586;0.017467707228488116;;;
28609;0.01363418030303054;;;
28612;0.017275781204228235;;;
28616;0.017613840990917784;;;
28618;0.015624893958583685;;;
28621;0.017576052533020636;;;
28628;;;0.2532203033358673;
28633;0.015037042735882356;;;
28635;0.01896322994953592;;;
28637;0.01650354549683475;;0.23977314415827888;
28650;;;0.23166290447145899;
28655;;;0.23933646598193126;
28656;;0.25647670195130723;;
28661;;;;0.07679323658978188
28664;;;0.36699821479626316;
28667;;;;0.08941502940420143
28669;0.01463636187829953;;;
28679;;0.25522323665780733;;
28713;;;0.3782106809419432;
28714;0.014150610983741596;;;
28732;;;;0.08718031739521104
28738;;;0.3021899602047622;
28742;;;0.32180362650682726;
28771;;;0.46618294930065696;
28782;0.015124303335784961;;;
28787;0.014822219517886315;0.25256212023816405;;
28825;;;;0.10223327255314874
28827;;;0.21918185437008209;
28836;;;0.20849472964380933;0.08706368711561452
28849;0.013897995388747586;;;
28855;;;;0.07875045021005544
28857;0.015288855942469426;;;
28864;;;0.244020360465384;
28868;;0.25395707186072825;;
28872;0.014545573738403261;;;
28874;;;;0.09485617012839187
28876;;0.25594003265252785;;
28877;;;0.21289289496464459;
28881;;0.25615477509255724;;
28888;;0.2544959112504621;;
28909;;;0.16569215975345453;
28910;;;0.1848438249610802;
28912;;0.2562333367380023;;
28913;0.01656271792463082;;;
28922;0.016383773420304393;;;
28925;;0.2534055728952622;;
28927;;;;0.0880674137012345
28931;;;;0.07597582948304504
28936;;0.25616340379768565;;
28950;;;;0.08525873258973882
28951;;;0.563254409049126;
28965;;;0.5127803236630392;
28973;0.015674484347807716;;;
28979;;;0.29545013679104914;
28994;0.01698402597336557;;;
28998;0.01838185038834017;;;
29005;;0.2547921042895902;;
29011;;;;0.08794692718165087
29028;;;0.33534649026360586;
29029;;;0.3454268770234691;
29032;;;0.37725008751937095;
29043;;;;0.08136874684201512
29045;0.01698087772973489;;;
29089;;;0.5524128958198624;
29100;0.014635677724506468;;;
29107;;0.25594462278393904;;
29119;0.016219698686415485;;;
29122;0.013589976130977344;;;
29128;;0.2546060149372602;;
29136;;;;0.07551630487668459
29137;;;0.29253844993646316;
29148;;;;0.08043218822296172
29152;;0.2546764395202925;;
29153;;;0.29163760841645425;
29170;0.012131204927628092;;;
29173;;;;0.0752530385205693
29174;;;;0.07683968688314646
29179;;;;0.09060998207360815
29185;;;0.7845292647593607;
29229;;;;0.08385643990338254
29231;;0.25557109360077646;;
29233;;0.2536897177990598;;
29235;;0.2564468657682175;;
29245;0.012668044589832395;;;
29252;;;0.3559453463488198;
29258;0.01377391961529717;;;
29268;;;0.5368023336128911;
29281;;;0.618587551870177;
29282;0.015427759366990368;;;
29297;;;;0.12082451967378383
29298;0.013176903956014119;;;
29306;;;;0.10857035323137665
29321;0.012981405030552229;;;
29337;;;0.2558158796413288;
29345;0.0158558925305039;;;
29346;0.014945793561646048;;;
29349;;;0.28323192901083827;
29360;;;;0.08671549627629016
29361;;;;0.07717424938361706
29365;;;0.4352482016448533;
29381;;;0.8163614610259916;
29390;0.019157286595222756;;;
29403;;;;0.0887840070200232
29406;0.018320551907998528;;;
29407;;;0.3010832372168273;
29412;;;;0.0861287700850717
29421;0.016404213105330134;;;
29422;;;;0.08435023303428446
29448;;0.2548365777138475;;
29454;;;;0.08079378381101765
29456;;;0.5045915348391166;
29465;;;0.43429187505276357;
29470;;;;0.10089184839547283
29474;0.024855750793028486;;;0.08874154374723275
29476;;;0.5599337599847982;
29480;;;0.583307181619897;
29482;;;0.5686407864215273;
29494;;0.25582967972403536;;
29502;;0.2565391769474563;;
29532;;;;0.09969291426967763
29534;0.021180501394823747;;;
29539;;;;0.09403796019197586
29541;;;0.2800589804322906;
29548;;;0.39717199566027606;
29549;;;0.4225860066347382;
29561;;;;0.08491986139612673
29564;;;0.627350146176038;
29570;0.019884002023587644;;;
29584;;;;0.07231987879208501
29590;;;0.3391664169929214;
29600;0.016815478954344543;;;
29605;;;0.32588898141228206;
29618;;;0.2966440708124074;
29673;0.01746037880206519;;;
29678;;;0.47544386041648967;
29688;;0.2545752031988915;;
29700;;;0.520730459846734;
29702;;;0.46518569054666503;
29705;;;;0.07470422326114334
29706;;0.25554735373719883;;
29713;;0.2537784900298521;;
29719;;;;0.07822238186209451
29720;;;0.31349874434250535;
29733;;;0.38591537001270415;
29744;0.014873707841161377;;;
29758;0.018178060378208794;0.253903409565559;0.22188701873413064;
29774;0.016181154482578397;;;
29787;;;;0.08301306726353519
29788;0.014988228363578604;;;
29806;;0.25495051684559433;;
29819;0.01562595194951455;;;
29827;0.013576007372474885;;;
29837;;;;0.09000791948273945
29847;;0.25682440444205046;;
29885;;0.2558747715284584;;
29893;;;0.3251170329877695;0.07837887768260332
29901;;;0.331719828766462;
29919;0.014470558332761119;;;
29926;;;;0.054569024924630116
29928;;0.25999260618699904;;
29936;;;;0.07668878692813241
29965;;;;0.07626220589332755
29974;0.01351335402918552;;0.53827901400156;
29987;;;0.4982510625006845;
29992;0.015915255340775203;;;
30004;;;;0.08477053618482921
30006;;;0.559280085165618;
30008;0.01596204190809858;;;
30016;;0.25722822176475235;;
30020;;;0.4931921134474625;
30023;0.015671018395378877;;;
30031;;0.2557159887373146;;
30036;;;0.5456292373503261;
30041;0.01615157506190057;;;
30055;;;0.676177429116864;
30078;;;;0.06677087911612045
30083;;0.254082728930211;;
30105;;;;0.08408479669614555
30108;0.01320045610803855;;;
30117;0.01600787678808202;;;
30120;;0.25694171656858966;;
30135;;;;0.06711326881594326
30136;;0.2574322489653651;;
30148;;;;0.07781036843157751
30159;0.015715129575219478;;;
30166;;;;0.07887668630643996
30172;;;;0.07561904249925921
30180;;;0.20723007850678;
30184;;;0.22500778868855154;
30198;0.013634539398958645;;;
30201;0.013483271504303285;;;
30214;;;;0.08280800356603646
30229;0.013075128004777614;;;
30236;0.015089819293636286;;;
30239;;;0.2242170417044682;
30244;;;0.3145521054062821;
30266;;0.2575840567526364;;
30272;;;0.24992252140681015;
30284;;0.2574117576744175;;
30285;;0.2582344069371856;;
30293;0.012853924683594586;;;
30294;0.014260798915384676;;0.1799768683357187;
30305;;;0.2954925108065788;0.09674558131398125
30308;;;;0.08070844678904499
30313;;;0.34436009997741934;
30315;;0.25636910062484786;;
30330;;;;0.08133858250423653
30334;;;;0.08354009767716009
30341;;;;0.0874977906447244
30344;;;0.4091062803265042;
30345;;;0.4069176786880637;
30352;;;0.325280520209718;
30353;0.013637755309819699;;;
30362;0.015337098710515362;;;
30383;;0.25512228755473787;;
30385;;0.2548963117832579;;
30389;;0.2578995515315752;;
30399;;;;0.08023941996462858
30411;;;;0.08838042678189673
30443;0.015685533804429053;;;0.10132280366358604
30446;0.016646500078001836;;;
30455;;;0.38569041489550693;
30456;;;;0.07393290928333995
30463;;;0.31701203217725715;
30480;0.01244491748487353;;;
30481;;;0.3262513495045223;
30506;;0.25723684302068306;;
30516;;;;0.10863055080314998
30518;;;0.34683225692954056;
30521;0.015306790482096488;;;
30528;;;;0.09320682587465745
30531;;;0.5709089981120763;
30536;;0.2537034674278176;;
30539;;0.254525337905424;;
30549;;0.2562396777624112;;
30550;;;0.8011777468528323;
30551;;;0.7908534182473856;
30554;0.013429788842518442;;;
30557;;;;0.0932351621105183
30564;;;0.5253951790597684;
30579;;;0.3811616179694679;
30580;0.015940482937436773;;;
30582;;;;0.07820437921179824
30584;;0.2552605132645034;;
30587;0.013475161437134453;;;
30589;;;;0.09001386948766532
30596;;;;0.07969979639634217
30614;;;0.3639557759767813;0.09502886738186933
30615;;;;0.07112810801013558
30618;;;0.3584637261847796;
30662;;0.25224064618744824;;
30665;0.013392356532032745;;;
30667;;0.2537344868342606;;
30677;0.014226062602707756;;;
30688;;;0.5481885161900719;
30696;;0.2574970516960351;;
30708;;;0.2559839901051497;
30711;;;0.22007099700379884;
30713;;0.25523745321513336;;
30720;;;;0.05705633260301912
30743;;;0.17524811886792968;
30758;;;0.27488997475560195;
30761;0.011693194427977671;;;
30764;;0.25696654317638434;;
30768;0.013520535375539322;;;
30773;;;0.8166448157592407;
30777;;0.2537108301015727;;
30782;;0.25530077086270353;;
30783;0.013963452759645834;;;
30789;0.014555268082076078;;0.44876720170756423;
30791;;;0.38719914569444536;0.07065026238893612
30802;;0.2558569950841252;;
30807;;;;0.07927550047271492
30824;;;;0.0671603633322998
30840;;0.25598173913603994;;
30841;;;0.25518090867717147;
30852;0.013692620164004188;;;
30856;0.012060814566996259;;;
30864;0.014159273164132902;;;
30875;;;;0.1099019185162915
30884;0.012157541476231493;;;
30901;;0.2564273146345919;;
30918;;;0.21506832944333143;
30920;;0.25676286194955367;;
30930;;0.25761595266144033;;
30935;0.013885884544447613;;;
30941;;;0.19802492599701838;
30945;;;;0.07955204412762928
30953;0.0158152247302199;;;
30956;;;;0.08509588303664017
30957;;;;0.0743863589617989
30962;;0.25293984700920613;;
30965;;;;0.07442372535245512
30966;;;0.1552312623172606;
30969;;;;0.08401321325343092
30971;0.015005881043868796;;;
30976;;0.2544919096494771;;
30981;0.017103481746914007;;;
31024;;;;0.07247689137930946
31037;;;0.2693216334100518;
31038;0.013591926690236455;;;
31039;;0.2564225177428505;;
31053;;;;0.059926064882819596
31065;;;0.6058049313322494;
31066;;0.2585953703279791;;
31068;;;;0.08043793647797359
31077;;;0.27018731724494716;
31083;;;;0.06674679546030471
31085;;;0.23555843918406083;
31091;;0.25628064868649614;;
31101;;;;0.08461488065455514
31104;;;;0.0884503759268378
31106;;0.2591490187823964;;
31111;;;0.2790749603272382;
31127;;;;0.0822596285517797
31128;;;;0.08278325307467571
31132;0.011834540683320571;;;
31175;0.012757438325607273;;;
31203;0.013360295848008352;;;
31206;;;0.6202435343457365;
31215;;;0.5855378324640831;
31216;;;;0.08075322102879101
31223;;0.2559718131712112;;
31234;;;;0.06991690843873977
31237;;;;0.07334836913674059
31241;;0.2541184539172616;;
31246;;;0.27805618800601994;
31254;;;;0.061897265959658276
31258;0.014314628085286052;;;
31267;;;;0.05880296207287472
31268;;;;0.0788430413050415
31276;;;;0.07546428821759177
31288;0.014627083141523722;;;
31308;;0.25449016116270684;;
31324;;;;0.06722316115715798
31329;0.012636180739924896;;;
31337;;;0.5082886994547169;
31339;;;0.5119086443725687;
31340;;;0.5246827167991248;
31341;;;;0.07182793935540965
31343;0.013671548724432103;;;
31345;;0.25787370070693094;;
31351;;;;0.07792938620872203
31369;;0.25628493555292176;;
31376;;;;0.09902556425881515
31383;;;;0.06406337269271478
31406;0.015862275617157584;;;
31420;;0.25439123954144605;;
31426;0.012420702513588067;;;
31427;0.01297322080853125;;;
31437;;;;0.08087392744994815
31442;;;;0.08356999599402548
31461;;;0.24431192118337874;
31484;;;;0.07829856635707311
31485;;;;0.0740733462310601
31500;;;;0.07048608201260964
31502;;;;0.08517663967478928
31503;0.015114282406302859;;;
31513;;;;0.07908558661882803
31527;;;;0.07640613876302771
31531;;;;0.05920752760398218
31555;;;;0.07741800996491488
31556;;0.24971635518762647;;
31588;;0.25128736047883304;;
31593;;0.25337127397589;;
31600;;;;0.08629773250024964
31615;0.016890765226939997;0.2566750187781879;;
31616;0.018564199973293727;;;0.09392435374942187
31637;0.018091520583595977;;;
31649;;;0.6527898647113791;
31651;;;0.6963597842345092;
31656;0.014396357517774572;;;
31660;;;;0.09014783549252559
31675;;;0.6152079769140651;0.08084890031026803
31690;;;0.5178671102396765;
31694;0.015620608600236174;;;
31715;0.013858548214410682;;;
31717;0.013902537037866702;;;
31718;;;0.24512383061605192;
31724;;;;0.08366222608096519
31727;;;;0.09648723312448326
31732;;;;0.09177064882887942
31734;0.015579688398226432;;;0.07201514724762281
31735;;;;0.08200830762575806
31736;;;0.31192809183153736;
31756;;;;0.10315011270091157
31758;0.016344961401548286;;;
31771;;;0.41312610980132636;
31776;;;;0.08474604070306713
31778;0.01445557272370901;;;
31779;;0.25377636170560325;;
31782;0.014332680030129552;;;
31788;;0.2530556344787034;;
31794;;0.2500697313884286;;
31796;0.015645954565240983;;;
31797;;;;0.0734658215558266
31801;;0.25568235600734956;;
31811;0.016538389644542906;;;
31816;;0.2561596608379666;;
31829;0.013123242240594468;;;
31834;;;;0.0789935751201517
31845;0.014031184412187536;;0.2789268084636557;
31857;;0.2567726476043981;;
31866;;0.25807377632016837;;
31878;0.014667334067146265;;;
31914;;;;0.06667772257707227
31938;;;;0.09502404845392753
31962;;;;0.06952380071260289
31964;;0.25802877529390233;;
31967;0.013946394975133947;;;
31971;0.016908532032952284;;;0.07545436241257153
31973;;;0.8657197651721223;
31975;0.013896148328332525;;;
31977;;;;0.07313040471185817
31980;;;;0.08061109810334821
31987;;;0.5888437287114605;
31989;;0.2556070328435813;;
31993;;;;0.07601183693499292
32001;;;;0.09157839517666955
32006;0.012062333175100082;;;
32020;;0.2557450070605354;;
32022;;0.25499430613164087;;
32023;;;0.14603279227971144;
32053;;;;0.09085359455332587
32055;0.012774891660817245;;;
32059;;;;0.08994360062182905
32061;0.013492290432580711;;;
32088;0.016075646115311537;;;
32093;;;0.25532492061180956;
32108;;0.2534522582388923;;
32112;;0.2552479711312374;;
32114;;;;0.06812628147765998
32124;0.0141706300702521;;0.4300446876816415;
32128;0.01657378288501299;;;
32135;;;0.4131838707215092;
32136;;;;0.08070365096872545
32142;;;;0.07564772401517406
32146;;0.25724316129732605;;
32158;;0.2549401797013686;;
32164;;;;0.07470566470508133
32170;;;;0.0721446020986729
32173;;;;0.06034966162217059
32179;;;;0.07061445275155631
32197;;0.2573499023769166;;
32206;;0.255907911305832;;
32215;;;;0.0672557631402988
32219;0.017125398565219996;;;
32229;;;;0.09057025315674383
32230;0.015165030970466287;;;
32232;0.014285503185008541;;;
32234;;0.25590624543773277;;0.10669732078848537
32246;;;0.12173340338525673;
32261;0.016681750272220075;;;
32274;0.015735262792526128;;;
32278;0.01324120607695456;;;
32281;;0.25622166249348544;;
32292;;;0.3900125986841779;
32298;;0.25816381834864166;;
32300;;0.2565720982328312;;
32312;;;;0.08493790720556404
32316;;;;0.09109291639056649
32337;;;;0.0801562192861972
32350;;;;0.0859842462048599
32409;;;;0.07140057015998869
32413;0.012261315376043691;;;0.09555355056084824
32418;;0.25523659524405207;;
32422;;;0.38545760039622134;
32425;;;;0.08126237587507923
32432;0.014639844778201905;0.2564379501803826;;
32439;0.015350725589400649;;;0.06803922169740984
32444;0.018563410419319415;;;
32449;;;0.29034806562683135;
32453;;;0.29852940069469813;
32475;;;;0.07595148167733667
32479;;;;0.08577441524800533
32480;0.0197379553906305;;;
32487;;;;0.05933175688721437
32491;;;;0.08439243983629618
32496;0.016648042873418922;;;
32513;;;0.296124521155244;
32518;0.015113963129045338;;;
32526;;;;0.11205728946932947
32530;0.016154180952518193;;;
32534;;;0.3029000075463113;
32562;;0.2574123463234106;;
32564;;;0.4056295161119342;
32570;0.015137075799558253;;;
32574;;;;0.07353761765363664
32582;0.016352239915708666;;;
32596;;;0.18653301856294124;
32600;;;0.18326535237147468;
32603;;;0.18636391778851036;
32612;;;0.1985853311474126;
32616;0.015041506912002123;;;
32624;;;0.24351877168611957;
32625;0.014150833772015647;;;
32626;0.015185467362854865;;;
32633;;;;0.08347260585175698
32646;;;;0.07951471668569199
32649;;0.25629139748591023;;
32654;;;0.2164068215669468;
32658;;0.2582575408688099;;0.09208313207624186
32694;;;;0.07565264800014548
32707;;;0.4090734313724761;
32723;0.013163738351741006;;;
32730;;;;0.08206493936210846
32736;;;;0.08264317033637458
32740;;;;0.06987021698013463
32756;0.013073216023853251;;;
32758;;;0.2248124400875695;
32788;0.014484855579948497;;;
32791;;;0.18487831094980867;
32802;0.01383014419476325;;;0.0756086428659285
32816;;0.2605739402008995;;
32832;;;0.13412164922644598;
32840;;;;0.08461445822916391
32843;;;0.13909552370889222;
32847;;;;0.08062501629475871
32874;;;;0.0769789684965081
32875;;;0.19597774210313978;
32876;;;;0.07793679297933864
32877;;;0.18233237325342266;
32882;;;0.16330195274549242;
32886;;;;0.07463308302326199
32892;0.012950745868595126;;;
32900;;;;0.08581074788824883
32904;;0.25670309526025115;;
32908;0.013763012724398616;;;
32929;;;;0.08661609853098451
32935;;0.25461465228808344;;
32950;0.01340480547746159;;;
32978;;;;0.08035187923047227
32981;;;;0.07390728941676705
33009;;0.25312441523058604;;
33019;0.013489046608152089;0.25638241630056946;;
33024;;;;0.08962208073395583
33025;;;;0.09519167429885966
33027;0.013202437800974853;;;
33029;;;;0.08158345298539305
33037;;;;0.07583890502855861
33040;0.014426845959048085;;;
33047;;;;0.0927851568080087
33051;0.011806312421888676;;;
33054;;0.25967485120784217;;
33065;0.012471534981728039;;;
33072;;0.25574645137192364;;
33083;0.01379779457924235;;;
33094;0.01398040012867241;;;
33113;0.015200175903811952;;0.2544323584247722;
33123;0.01422934778662921;;;
33124;;;0.26335330358355424;
33125;0.015391892832591125;;;
33134;0.014065602351756357;;;
33140;0.014563353164257609;;;
33143;;;;0.09719313533804863
33145;;;;0.0818968607466426
33148;0.014010546170807658;;;
33160;0.014737949760399771;;;
33167;0.018266393714017726;;;
33179;;;0.13296378429901234;
33188;0.024477020077510514;;;
33201;;;;0.08469223235846679
33224;;;0.27586335533437256;
33233;0.020204891328380548;;;
33236;;0.25729225902233166;;
33252;;0.25409546888235046;0.10976054028955884;
33259;;0.25481934476098944;;
33272;;0.2571881315101001;;
33273;;;;0.06111591695957308
33310;;;;0.0749756698152707
33312;;0.25775085652065566;;
33314;0.01947627747604208;;0.15941901549910775;
33320;;;;0.08171938912776522
33321;0.018128457889293736;;;
33324;0.018942342968147563;;;
33341;;;;0.0797514809313502
33351;;;;0.08977141873365024
33369;0.015188390470514346;;;
33390;0.018790583101714664;;0.3351760307716227;
33391;;;;0.0768449146284188
33411;;0.25925989159900964;;
33437;;;0.24767575110700424;
33440;0.016973007194320933;;;
33445;;0.2561858478929957;;
33450;;;0.2766987263657159;
33456;;;;0.08552827985937639
33464;;;;0.08111335173400225
33475;0.01673171878985591;;;
33484;0.016253222260730893;;;
33490;;;0.771966709825924;
33501;;0.25759742536610264;;
33502;;;0.6850782875683139;
33508;0.013424665858285723;;;
33517;;;0.13826782713621755;
33521;;;;0.08077271087913518
33527;;;0.2514520684642856;
33530;;0.25625237464606854;;
33531;0.015259050062473856;;;
33551;0.013536709111829248;;;
33564;;0.255375235694854;;
33566;0.016140963333460046;;;
33570;0.01573899628278186;;;
33574;;0.25838992923345216;;
33576;0.016250036733521434;;;
33610;;;;0.07300775611737875
33615;0.014720803524535642;;;
33623;;;0.3087750457332019;
33631;;;;0.10122060962131685
33641;;;;0.11992646547703911
33658;;;;0.09585468885040527
33665;0.013742905148600992;;;
33668;;;0.5533900411778876;
33669;;0.25611349149268636;0.5529558455333721;
33672;0.014650736277748266;;;
33694;;;;0.08862182463284296
33710;0.013000780847453264;;;
33739;;0.25595845601552525;;
33745;;0.2574215758536782;;0.09859255215849227
33761;0.015020203778370655;;;
33768;;0.25499401884594963;;
33771;;0.2537580463984479;;
33780;0.012952639254108389;;;
33803;;;0.5006163929234312;
33805;;;0.4711422808676956;
33808;;;;0.07333377588521783
33813;;;;0.08635931774708805
33815;;;0.3119104216009534;
33824;;;;0.07849222203018635
33828;0.013925060596339134;;;
33838;;;0.3491974053447586;
33860;0.01413880776070664;;;
33863;;;;0.0720400515488705
33865;;;;0.08540433837968886
33867;;;;0.08512922237222342
33869;;0.2549246799836107;;
33873;;0.25796039906273216;;
33893;;0.25958869344166335;;
33902;0.01375576055260197;;;
33904;;0.2568046114467535;;
33909;;;0.4404575343269187;
33911;;;;0.09421448010107758
33916;;;;0.09186717699238667
33924;;;0.5396394417224661;
33927;;;;0.06707151180934545
33931;;0.2569526630230443;;
33942;;;;0.1000036320244666
33943;;;;0.08119697151573124
33945;;;;0.0831005027218501
33959;0.013083163898138683;;;
33960;;;0.46311306799305685;
33971;0.012502971456757161;;;
33977;;0.2584146537810845;;
33980;;;;0.08192740192196635
33982;;0.2574259445616176;;
33987;;;0.21658689839558642;
33996;0.013972064113883187;;;
34000;;;;0.07526889111060542
34003;;;0.2399832684239478;
34004;;;0.2492317026109786;
34006;;;0.27288809883794973;
34010;0.017666551741638892;;;
34024;;;;0.06800376166935651
34025;0.01489517248865957;;0.33505269885321187;
34030;;;0.36060031272394943;
34036;0.015229782243532108;;;
34038;;;;0.07835253084757698
34049;;;;0.06927624713674396
34053;;0.2573935625378858;;
34084;;;;0.06820655580584822
34088;;;0.31743310736526964;
34091;;;;0.06838516427829511
34101;;0.25816231537507384;;
34116;;;;0.07438765886281407
34126;;0.2578069115648003;;
34133;0.016998937065093478;;;
34134;;;;0.07909631688242669
34157;;;;0.06968973989276517
34161;0.012768594034956782;;;
34164;;;;0.08471431500660087
34197;;0.25713448746762313;;
34198;;;0.5285506611608497;
34207;0.014897947915930798;;;
34208;;;;0.08708434106568297
34214;0.016017855603638664;;;
34219;;0.2569075772076477;;
34220;0.01567208210708282;;;
34239;;0.2543326587012067;;0.08378540967836545
34247;0.015920952447334824;;;
34260;;0.2565801195876747;;
34271;0.015003855625604912;;;
34272;;0.25387635704419864;;
34274;;;;0.07196272859658503
34275;0.015325568297050784;;;
34285;;;0.5501807133761781;
34298;;0.2587369365518637;;
34308;0.014443271778979305;;;
34313;0.01235167876404586;;;
34347;;;0.44628678877097905;
34351;0.01257884135503895;;;0.08632322452245944
34359;;;;0.07701406790164778
34361;;;;0.0944850105396422
34386;;;0.2958051244601023;
34403;;;;0.08980042768645202
34404;;;;0.098262230400604
34405;;0.2578020357887909;;
34416;0.015989282284109563;;;
34443;0.013406620955830229;;;
34444;;;;0.07546109910403487
34466;;;0.3788210371677594;
34471;;0.2576388897581241;;
34473;;;0.6520803781320841;
34485;0.013050506534953765;;;
34489;;;;0.08383438363132045
34501;;;0.5144638323123754;
34502;;;0.4952021323411586;
34533;;0.2555040814832308;;
34555;0.01510823066156708;;;
34557;0.013165302171233129;;;
34561;;0.2562358086097021;;
34571;;0.25648446077852816;;
34579;0.013392355781144616;;0.24502648057702103;
34595;0.014942490126797603;;;
34600;;;;0.09073714097396546
34620;;0.25619831471584065;;
34628;;;0.18284223316175363;
34632;;;;0.07966908527144445
34633;0.014530848415710729;;;0.07925459283843239
34637;;;;0.0708429883777163
34643;;0.25573657541348527;;
34644;;;;0.08515304700655635
34650;0.013479686962867832;;;
34658;;;;0.07698665500242163
34679;;0.25875463040281765;;
34681;;;;0.07197518086734522
34694;;;0.33386822205448097;
34708;;;;0.08916468288369095
34709;;0.25874496502810684;;
34714;;;0.5185063407616034;
34724;;;0.4466104028443407;
34725;;;0.4629984059435083;
34732;0.01273277404926676;;;
34738;;;;0.07514131222379172
34752;;0.2539775376554032;;
34753;;;0.2760591951378122;
34765;0.015501166289065837;;;
34767;;0.2565287492682151;;
34773;0.015442856623519408;;;
34777;;;0.25765458932536167;
34789;0.015324386666857315;;;
34802;;0.2546534468006405;;
34806;;;;0.06533902645243672
34811;0.01482267850435004;;;
34816;0.014641817653054057;;;
34821;;0.25365304209135386;;
34843;;0.2561023826698827;;
34845;0.015409170627288638;;;
34852;0.013081147911246038;;;
34855;0.014586982623632783;;;
34858;;;0.3859043698127622;
34862;;;0.3474326870527358;
34870;;;;0.0907713200401643
34871;;;0.28434186925714044;
34873;;;;0.09575590233345688
34877;;;0.2536612105220528;
34884;0.013700207670971798;;;
34895;;0.25545022006506635;;
34901;;;;0.0806614049771247
34906;;;;0.07545803739746659
34909;;;0.8138543144612012;
34914;;;;0.07634415134659034
34917;0.01216355483329934;;;
34920;0.01307460686407158;;;
34926;0.013119093357551126;;;
34931;;;;0.08032451423002696
34977;0.012988502025192195;;;
34995;;;0.309487632481368;
34996;;0.25604527925006626;;
35005;0.013252865654857282;;;
35009;;;;0.08075117488571981
