Step;100 - MMD;60 - MMD;30 - MMD;10 - MMD
17894;0.02562845441272149;;;
17898;;;0.02582639945097287;
17899;;0.021680975335559405;;
17906;;0.019960416489439803;;
17909;;;0.020629400925854358;
17913;0.021394507113859096;;;
17921;;0.02187438968578148;;
17925;;;0.02052467103518585;
17928;;;0.019832610168902365;
17931;;;;0.024495993542576644
17932;;;;0.027942489876939702
17935;;;0.02178984280765861;
17939;;0.019160038270796265;;
17944;0.022215814486990504;;;
17946;;0.023485078331936304;;
17947;;;0.02299705059535928;
17958;;;;0.02659912002617776
17960;0.020013961328263385;;0.02270649990201251;
17961;0.02177649381956437;;;
17963;;;;0.02474583279826026
17966;0.02096646506265254;;;
17970;;;0.022657214567277206;
17971;0.022898104644285988;;;
17973;;;;0.025874483320479147
17977;0.02152353567344928;;;
17978;0.022056510841776178;;;
17979;0.021837278495806467;;;
17986;;0.019948949684449935;;
17989;;;;0.025355330969851375
17990;0.022274318610259303;;0.021824901031239907;
17997;0.024723261424640208;;;
18012;;;0.02105437730634452;
18013;;0.02037604440021118;;0.027030579171930247
18017;;;0.02419825316977464;
18020;0.02479954855386851;;;
18022;0.023384623289304907;;;
18023;;0.021956847024485193;;
18024;;0.02301643565790873;;
18025;0.020995923096181535;;;0.028155072999848707
18028;;0.020343412976445374;;
18029;;;;0.028571799986085777
18032;;;;0.02997791293737828
18039;;;0.024230278311388964;
18040;;;0.021285992848685487;
18041;;;0.022192323243680923;0.027607819165013536
18044;;0.021912877112119644;;
18052;;;0.020596086914094758;0.02676613043144538
18053;;;0.019859187184086302;
18056;;;0.02110155523305557;
18061;;0.019201602435173992;;
18062;;;0.020743710599038234;
18063;;0.01823623325474466;;
18069;;;;0.029801079231091043
18071;;0.022066190775523464;0.02331011155652224;
18072;;;0.020935209314971115;0.024010271030419028
18074;;0.020434964145159384;;
18077;;;0.023606675435103086;
18083;0.019090203706600917;;;
18084;0.023024689991609115;;;
18087;0.020622383715931225;;;
18090;;;0.022669829202360825;
18092;;0.02249519165149466;0.02232640125850438;0.026307669137400513
18098;;;0.022706725293471064;
18101;0.022374266745725513;;;
18103;;;;0.025848424168062212
18113;;0.021074993356056504;0.02074974828200904;
18116;0.02213953869413371;;;
18118;;0.02081554923688206;;
18120;;;0.02280214750078352;
18121;0.022624684197742828;;;
18123;;;;0.02326511355606148
18124;0.02234783394446721;;;
18129;;;;0.024630561054572064
18132;0.022356983107540473;;;
18134;0.02162650553985629;;;
18137;;0.022482117795310674;;
18139;0.023001054676025534;;;0.02420315573661369
18140;;0.02085725581769171;;
18141;;0.020881783513642505;;
18144;;;0.023062810354802288;
18145;0.02106154615720246;;0.023540774436727863;
18153;;;0.0218895650373358;
18156;0.02046094629485007;0.02246088979007599;;
18168;0.022128270024828534;;;
18169;;0.022623257129129937;;0.027989099458245625
18171;0.02379827871521567;;;
18172;;;0.022166538581911477;
18179;;;;0.025550920451797354
18182;0.022428456026694632;;;
18184;0.02148316257707167;;;
18186;;;0.02268696041064744;
18192;;;;0.026042668250756185
18195;;;;0.02603432091660346
18200;0.022287505085358594;;0.024512790567777998;
18203;;;;0.026928910021117802
18205;0.020373545372734725;;;
18211;;0.0192247500783454;;
18212;0.02267420944466675;;0.025978348374329996;
18213;;0.01947943744856817;0.02553125129421213;
18215;;;0.025793016793167367;
18227;;;0.02315143266595937;0.027440744323021293
18230;0.022463447684603843;;;0.027941390361434004
18235;0.021281400681971097;;;
18236;;;0.02217636187922445;
18237;0.021839327785718787;;;
18239;;;0.022640054412136013;
18243;;0.020090899534843054;;
18246;;;;0.026681712963573467
18249;;;0.02333238879195776;
18250;;0.018846309142693585;;
18253;0.019950766016272936;;;
18258;;;0.024514318962458426;
18267;;0.021245884606138132;0.021485008596623112;
18271;;;0.021635568292864837;0.027415283582324368
18272;;0.022539676665735475;;
18275;;;;0.027183724876896243
18280;0.02216977332551817;;;
18282;0.020947297464732673;;;
18286;;0.022075002200747373;0.022811588107724823;
18288;0.02260829395822428;;;
18289;0.021630503058921002;;;
18291;;;;0.025507888714374316
18293;0.022147935915296846;;;
18297;;0.019822612936375827;;
18302;;;;0.0243654818969975
18303;;;;0.02686032757467982
18304;0.01883217918554131;;;
18305;;0.02041194262069479;;0.025743319318444757
18309;;;;0.026724412695353916
18310;;0.02075400188454335;0.023053174225864614;
18312;;;0.023723684540529866;
18315;0.019322702755527776;;;
18317;;0.024756796947186133;;
18319;;0.023832212174261735;;
18321;;;0.022339703266469946;
18325;;;;0.027293705139424917
18327;0.023734201445716252;;0.020673724740137955;
18329;;;;0.026672985515300895
18333;0.020616075036178405;0.02088890637974289;;
18334;;;;0.02923645851483614
18337;;0.021842886595073552;;
18342;;0.020375964225339105;;
18347;;0.02142071544542734;;
18349;0.020836209323553123;;;0.027538073556282183
18350;;;;0.028388831561436068
18351;;;;0.026300532054774284
18357;;0.022663864855641647;;0.026308226810964896
18359;;;0.02061269328578086;
18362;;0.01934032297806093;0.02216467350792395;
18363;;0.020622269170968766;;
18366;0.023420540084852726;0.020599263314662164;;
18371;;0.017875944561683954;;
18372;0.021998250311080936;;;
18376;;0.020527978294396232;;
18377;0.02193336081356051;;;
18380;;0.02217721925142757;;
18386;;;0.025603637883687524;
18392;0.022422941230070548;;;
18396;0.019841772075904318;;;
18399;;0.01979777942427119;;
18400;;;0.021643831340610153;
18405;;0.018822473890373448;0.023535335080474284;
18409;0.021371942345064066;;;
18415;;;0.02348541527854936;
18421;0.021688391364208415;0.01904468127420189;;
18427;0.022577731152916614;;;
18428;;;0.02258072766043534;
18429;;;0.024937754413577984;
18434;0.026328860717349467;;0.021465646788142556;
18438;0.022098566704416678;;;0.024895418472064668
18439;;;0.022460357013998677;
18440;0.02408844162572299;;;
18447;;;0.024172675304101332;
18448;;;;0.02531039098960719
18450;0.023826938437626843;;;
18454;0.020933911168763752;;;
18460;;0.020490599681364796;;0.026741684565031787
18462;;;;0.028150559202859193
18464;;0.022105420990526425;;
18465;;;;0.025506556145834747
18467;;0.02243000651020116;;
18468;;0.023016394820146724;;
18469;;;;0.031044127187720927
18470;0.021164531308710766;;;
18472;;;0.024975950206248987;
18476;;;0.024670424536486324;
18477;0.020929710299206206;;;
18480;0.02400957657230346;;;
18482;;0.02069328307181345;;
18483;;;0.02294194842470859;
18485;0.02139755676689531;;;
18487;;0.02183245690497837;;
18490;0.021976500061432203;;;
18492;;;0.024154282547766026;
18496;;0.020794698511207133;;
18498;;0.022124869665098135;;
18499;;0.019645345746375942;;
18504;;0.021523891813252316;;
18506;;;;0.027202387814810602
18507;;0.020988299392607546;;
18508;;0.021264426270054204;0.02427739926639405;
18512;0.021784543499840325;;0.02375786300200844;
18513;0.020567182502459258;;0.02395010615417803;
18514;;0.019090438460872772;;
18516;;0.02200419082337829;;
18517;;;;0.024667024931689097
18518;;0.01942140951928606;;
18521;;;;0.027048344656070256
18523;;;0.025268340643117948;
18524;;0.020724202830535887;;
18525;0.022802386810819142;;;
18528;0.02095654472449382;;;
18529;0.023884712127414554;0.02153641482077928;;
18530;0.023530631853152018;;;
18531;0.022106722134406398;;;
18532;0.022283911828021474;0.022249924438856372;;
18533;;0.021850496523530383;0.021904435052820526;
18536;;;;0.02600134827951117
18537;;0.017282391316877643;0.022720883715602103;
18541;;;0.02175760863912024;
18544;0.022229948468207084;;;
18546;;;;0.026830129238086198
18547;0.019938412567466812;;;
18552;0.020418399287265798;0.02166616108441083;;
18553;;0.021208138136451393;;
18554;0.02251789090889128;;;
18556;;;;0.024657081722506413
18564;;0.02099686431264891;;
18566;;;0.02225177813589524;
18569;;;0.019545686667307605;
18571;;0.021843605795333065;;
18577;;;0.0212463554319684;
18583;;;;0.024469230264731523
18586;;0.021788135618863225;;
18587;;;;0.024402552391157628
18590;;;;0.025984189380596767
18591;0.021944531115048793;;;
18594;;;;0.025770409106573133
18597;0.021296615199977498;;0.02242533272570507;
18598;;;;0.024960632744923383
18600;0.02391755060605083;;;
18601;;;0.022753806690119893;
18602;;0.018827732293835553;;
18606;0.02029218940031574;;0.023029818507679822;
18609;;0.02167274885307685;;
18610;;;0.021183546726938562;
18611;;0.023158840248099166;0.02272792160902376;0.027332336211146946
18617;;;0.025939371312466486;
18623;;;;0.025523466053064325
18624;0.020812779858423613;;;
18627;0.021085259433872128;;0.02206196588493653;
18631;0.02030404593675239;;;
18633;;0.01884082082395594;;
18638;0.02210487057983712;;;
18646;0.022841122091246835;;;
18647;;;0.021316906099328126;
18650;0.023820508318704303;;;
18651;;;0.02356776509862263;
18652;0.022880534950322662;;;
18658;;;0.022126707259904066;
18663;0.02357795310887667;;;
18667;0.0220271087313611;;;
18670;;0.020959893627226833;;
18671;0.02321713839292633;;0.02313935068639128;
18672;;;0.0207476806343736;
18675;;0.019228689967750234;;
18678;;;;0.02939458175489118
18679;;0.022846161566362377;;0.027297987948442792
18682;;;;0.024152555138179932
18683;;;0.02335035622147097;0.026595382861911265
18684;0.021492136396359718;;;
18688;;;0.02084310992465155;
18691;0.021118569394099562;;;
18698;;;;0.02532543813796312
18699;;;0.022812517724220327;
18700;0.021795798018405144;;0.024205288952056092;
18703;;;;0.02483124940632392
18704;;;0.022776151415361823;
18709;;;;0.02348200746692425
18711;;;0.022243117615688257;
18718;;;;0.026420870517207873
18725;0.022160820493978495;;;
18726;;;0.023181252390412244;0.02628497654596168
18730;;;0.025138749338352084;
18733;;0.01980957169827341;;
18735;;;0.02360438690997635;
18736;;0.022524556410864705;0.02241276062708908;
18740;;;0.020796436413758168;
18745;;0.020061114810845826;;0.024867895556380137
18748;;;0.02246367338812083;
18750;;;0.020263215152792724;
18755;;;0.020713699004607733;
18756;0.019757958435373257;;0.022952927316467253;
18757;0.021923977214024504;;;
18760;;0.019595151572741776;;
18761;0.02163751153448945;;;
18764;0.02042688840813106;;;
18767;;;0.019897818764819608;0.025864748985402364
18771;;;0.01980953270133945;
18773;;;0.02089630055304842;
18774;0.023205297882732512;;;
18779;0.023092296780963972;;;
18781;;0.017762637052201047;;
18788;;0.022607518848274943;;0.0258856946708636
18789;0.020989597180143926;;;
18793;;;0.022192160809154926;
18801;;;0.02616425292832214;
18803;;;;0.02547813754048389
18804;;0.019145975612972266;;
18807;;;0.02252579993733478;
18813;;0.021018104089793932;;
18814;;0.02075259105515631;;
18818;;0.020908151064252367;;
18819;;;;0.025813991082448584
18821;;0.023231061879670167;;
18823;;0.018416882500571108;;
18824;;0.020515565357107524;0.022332562790104593;
18827;;;0.021694463761277205;
18829;;0.021168943716913857;;
18831;;;0.022533658680870372;
18833;0.022196244762920703;;;
18837;;;;0.026142559010805255
18840;;;0.022742974994738763;
18841;0.02458401067725774;;;
18842;;;;0.024188728355767908
18844;;0.018063928943317098;;
18847;;;0.0216474989717082;
18849;;0.01896195169380649;;
18850;0.024836115892368282;;0.022537947789914747;0.026100422906243814
18851;;;0.01960416596853798;
18853;0.0225699469769865;;;0.024091579537498353
18855;;0.019947376411411033;;
18857;0.02389613404534019;0.018815645551319038;0.019827668475844162;
18862;;;0.020498240062296003;
18865;;;0.023936674930991997;
18874;0.022913804010657735;;0.02164274149951656;
18887;;0.021965683982059836;;
18889;;0.02076584221786848;0.022141465210666234;
18891;0.023241099495802386;;;
18892;0.021144020677773157;0.02182889030359486;;
18895;;;0.020374650518975135;
18897;;;0.023288101159024688;
18898;0.0215185995793169;;;
18899;;0.02166576940525694;;0.026836698804686032
18900;0.021070479483028037;;;
18906;;;0.021902062993380156;
18909;;0.020022982194673855;;
18911;;;;0.0252971398525747
18914;;;0.023534083693755592;
18915;;;;0.025239144394372914
18916;;;;0.026499966324668334
18919;;;;0.025339313012416265
18920;;;;0.026623447407311762
18921;;0.02163360686747451;;
18930;;;;0.02388450020436783
18935;0.02215761113373288;;;
18936;;0.020231498377037638;;
18937;0.022067690854454203;0.02126038772670802;;
18943;0.021591717802901866;;;
18951;0.02161432022830506;;;
18953;;0.023620407974543234;;
18955;0.02212388625734263;;;
18956;0.020832745428808197;;;
18959;;0.02120049031903265;;
18960;;;;0.026537870439101274
18964;;0.020882730739517852;;
18965;;0.019383115830749253;;
18967;;0.02110627058830805;;
18968;0.022072968895464506;;;
18969;0.020670856555048522;;;
18984;0.021277505196796165;;;
18985;;0.022846652178755256;;
18986;;0.019788818042195178;;
18990;;;0.02098244173022934;
18993;;;0.02110344413080184;
18994;;;;0.02828550343197883
18996;0.022050229127439314;;;
18998;;;;0.026156137041204508
19002;;;0.024120961127328144;
19004;;;0.022958431746828822;0.026436714524789795
19019;;;;0.026598133591108408
19026;;;;0.027262657543855262
19027;;0.021675606467682518;;
19028;;0.02126844225562291;;
19029;;0.019955955649509027;;
19030;0.023604933300675035;;;
19034;;;;0.026788104524589018
19037;0.02244581116765665;;;
19038;;;0.022191228901739857;
19039;;;;0.02962086004190978
19042;;;;0.026164677799743075
19046;;;;0.024266676721021896
19048;;;;0.026072127340862283
19050;;;0.021297403771874612;
19051;;;0.021722164003157574;
19053;;0.019243050646646498;;0.028022999913072777
19054;;;;0.026086233479562237
19056;;;;0.026456346920749774
19058;;;0.022487036518299974;0.02542043006581346
19071;;;0.021811347863374242;
19078;;0.020171747371983906;0.024647766161477125;
19080;0.022129389559486068;;;
19081;;0.021375065504158075;;
19082;0.02451926629340312;;0.02327745599082809;
19089;0.023969027656109865;;;
19091;;;;0.02576439759448662
19097;0.02231524341431368;;;
19098;;0.019620671831814318;0.025479286760755893;
19100;;;0.02166796746968913;
19102;;;0.020609120845361983;
19103;;;0.023256715164100217;
19104;;;;0.02592018348467584
19108;;;0.020066801469371787;
19112;0.0222219520260602;;;
19113;;0.021806971681727683;;
19114;;;;0.026443158308186
19117;;0.023036671351218674;0.02194682954497873;
19118;;0.021592673372996585;;
19124;;;;0.024815128155576682
19127;;0.01662291170698338;;
19128;0.022866326802696513;;0.020714779591060106;
19133;;;;0.025271932116297635
19134;;;;0.02528368852706847
19135;;0.01945532147805673;;
19136;;0.018779570483640373;;
19137;0.022849401750628995;;0.019762295367340144;
19138;;;0.021229449410644197;
19139;0.023172347628991785;;;
19146;;0.019692414867201025;;
19147;;0.021253099861689828;;
19148;;;0.02089784325514732;
19154;;0.019883239816480713;;
19155;;0.021298852921876554;;
19157;;0.021197457870461678;;
19162;0.020376965404020064;;;
19163;;;0.020640695931084696;
19164;;;0.021049015759195988;
19165;0.024912279669005333;;;
19166;0.022222483735343967;;;
19169;;;0.020364517344247157;
19171;0.021955140964101838;;;
19172;0.024129919593326166;0.01983522649798719;;
19173;;;0.02336654350297196;
19176;;0.020821948167429383;;
19178;0.02092648049208673;;;
19179;;0.02055877680435153;;
19180;0.019607445095374154;;;
19182;;;;0.02640687867661462
19184;0.021910753770026326;;0.023054729879457336;
19185;;;;0.02550578896194905
19186;0.024504941643639422;;;
19188;;;;0.027365457224634848
19189;0.02369701892932652;0.02284541759576847;;
19192;;0.0223031557472535;;
19194;0.024162585995391783;0.019842774417932918;;
19198;;;;0.023857988560242793
19206;;;0.02416680364041468;
19207;;0.021817097448321054;;
19210;0.020299010244075932;;;
19213;0.021005950987798783;;;
19218;0.020132363842394696;;;
19219;;;;0.027648709838027363
19227;;;0.022916033860360285;
19229;0.020607192478781622;;0.02348889803330012;
19230;;;0.021124397357550784;
19237;;0.02058672270866735;;
19238;;;0.024213801390212397;
19239;;;0.019963167177410923;
19244;;;0.021059185069625896;
19246;0.02108043399761972;;0.021142979044184662;
19247;;0.02226996588928487;;
19248;;;0.019646655015269465;
19257;;;0.023268726831063236;
19260;;;0.01865616405407239;
19261;;0.019164566504028258;;
19269;;;;0.02650249235173957
19271;;;;0.026260661966993615
19278;0.02202066026055477;;;0.02555687241140947
19282;;;;0.02484894392044895
19286;;0.020110361905490204;;
19296;0.022610294970889344;;;
19299;0.022970666305424492;0.020316666517637527;;
19302;0.02348604951863259;;;
19306;0.021174771587339825;;;
19307;;;0.023745806709360384;
19311;;;0.023224682719790002;0.029787074630158672
19314;;;;0.027501709293357435
19326;;;;0.029512451150120078
19329;;;;0.0248034662690666
19330;;;;0.02664031483976015
19332;;0.02090968899984108;;
19341;0.023877842032350494;;;
19342;;;;0.026417534308309565
19345;0.0231413835928867;;;
19349;;0.020861508606434598;;
19352;;0.018646420227165617;;
19354;0.023965222698223376;;;
19361;0.024007378006971558;;0.020637458749770188;
19364;0.022039705267247744;;;
19366;;;0.022624649520668394;
19368;;0.023336247852754954;;
19370;;;0.022871094822250748;0.026910260813653497
19373;0.02174420005461558;;;
19377;;0.020879445866607116;;
19380;;;;0.025946083364753625
19384;;;0.020953504446642346;0.028422572263044343
19393;;0.018632163644055955;;
19397;;;0.020569083077368322;
19399;;;0.01964388685876861;
19405;0.024525470461283227;;;
19406;;0.02235437044888594;;
19410;;0.021018644060302016;;
19411;;;;0.025723425568831948
19414;0.022015616177563813;;;
19415;;0.022074430261012246;;
19419;;0.020994508948530166;0.020619507155784367;
19425;0.021724777571973608;;0.022406167119405962;0.025634667735017158
19426;;0.018228471412115532;;
19428;;;0.021967655543925546;
19430;;;;0.02501616791556721
19435;0.02180327580805297;;;0.031025242020757904
19438;0.022312304494603752;0.02003131111214962;;
19446;;;0.023249631824154182;
19452;0.023429018231842458;;;
19453;;0.02054891140775683;;
19456;;;0.020205955057261027;
19460;;;;0.02771941687760654
19463;0.02183143268438964;;;
19464;;;;0.028888817716545168
19465;;0.021296039045751225;;
19467;;0.021113651329706884;0.022517312509575338;
19474;0.027406486390852747;;;
19475;;;;0.028934900417657394
19478;;;0.02299105106734406;
19480;;;0.022155562696094644;
19481;0.020407680391061667;;;
19483;;;0.02216183417988199;
19491;;0.018833105863795996;;
19492;0.02048206210079384;;;
19499;;;0.022611445889694326;
19506;;0.02088490861568948;;
19509;;;0.02209906805369566;
19511;0.023115449761078544;0.02070406070940145;;
19513;;0.019235083684701726;;
19516;;;0.0206526140094781;
19520;0.022618868890412647;;;0.02767812129181818
19521;;0.01965483102598764;;
19522;0.021568883655269877;;;
19524;0.021334251704963003;;;
19525;;0.02133130721676929;;
19526;;0.0191413289561862;;
19529;;0.020478522199004867;;
19532;0.021116627252581233;;;
19534;;0.02200642548484788;;
19536;;0.01937059922876444;;
19540;0.020877695991388334;;;
19541;0.021307834457724384;;;
19542;;;;0.02660679232814095
19543;0.019809691556665843;0.020993424136021344;;
19544;;;0.023865604527967488;
19548;0.023791165987702534;;;
19549;;;0.022618435136657344;
19555;0.01925004787640422;;;
19557;;;0.02207527507953455;
19558;0.02407397404744016;;;
19559;0.02207488349386838;;;
19565;;0.019805552237859847;;
19567;;0.019362793366665576;;
19568;0.021100584439808223;;;
19571;;;0.022371152647163217;
19572;;0.01761531573288877;;
19581;;0.019810505100980924;;
19585;;;;0.02670806239989032
19587;0.024455218751953;;;
19588;;;0.020763091927118393;
19593;0.019837807795729134;;;
19599;;0.01963086174382278;0.02261530874896056;
19600;0.022204807845210173;;0.02195321527821581;
19602;;0.02201715432807383;;
19603;;0.02267041183404289;;
19605;0.02104807209046311;;;
19612;;;0.020976065257979792;
19615;0.022624509741569487;;;
19617;;0.020508016197601564;;
19620;;0.018567296741698436;;
19623;;;;0.028467793396169727
19636;0.022162831426690344;;;
19638;;0.018881445090632165;;
19642;;0.019510270358649995;;
19645;;;0.02310583428187546;
19646;;0.018066721903013394;;
19647;;;0.022875263469326446;
19649;;0.019843552257632457;;
19654;0.02278435974755949;;;
19655;;0.02229839468818756;;
19656;;;0.0220581813013786;
19659;;;0.023623305515819315;
19663;;0.022006502638762027;;
19676;;0.022114909548531347;;
19680;;0.02262787959574286;;
19681;;0.01942891660996482;;
19683;0.021800073958158472;;;
19685;;;;0.02913056930884006
19688;0.02144334952570509;;0.01985329238826017;
19691;;;;0.025081879533614126
19693;;;0.020791686853745384;
19701;0.020796930317700635;;0.021247291032406135;
19704;0.02117685492628646;;;
19705;0.022015352898261065;;;
19708;;0.02034691092025287;;
19709;;;0.021607626583953488;0.02626040134404245
19711;0.021901725037956177;;;
19712;0.022535280440010186;;;
19715;;0.019187852787393767;;
19716;;0.018614857446103972;;
19718;;0.020504100772485212;;
19719;0.021581434561379176;;;
19721;;;0.02193649153065197;
19726;;0.0203712007079469;;
19729;;;0.020448352724179608;
19730;;0.019741152315250532;;0.025859985791877538
19734;;;;0.024750428251426093
19736;;0.02183765661061976;;
19738;;;0.01938737240160937;0.026401792466171525
19739;0.021340219736299015;;;
19740;0.023121894649484276;0.0216978547242504;0.021605033687236375;
19745;;0.02277716374821015;;0.026139015491875084
19746;;0.021095906986458635;;0.02686642653738125
19748;;;;0.02677676406856816
19751;;0.02171765546431853;;
19752;0.02428438955121559;;;
19760;0.022402152327826552;;;
19761;0.021586864232940317;;;
19764;0.02270762914288882;0.022208871884220938;;
19765;;;;0.027762403204597996
19771;;;;0.02965590674526708
19772;;;;0.030048574272815154
19776;;0.018891588371799994;;
19781;;;0.02207165707057085;
19785;;;;0.02930409813049223
19786;;;0.025229600332539237;
19797;;0.021199983152249413;;
19800;0.022283242044660367;;;
19802;;0.019275566244369435;;
19804;;;0.024475599973900142;
19806;;;0.020795928797525454;
19808;0.02185075122317104;0.02107037858522348;0.02152531608079311;
19810;;;0.02201757798591758;
19812;;;0.022437584037147074;0.023655197820639406
19817;;;0.022186806084284583;
19818;;;;0.026995584890444957
19819;;;0.02245817698107;
19820;;0.020035727641680323;;
19822;;0.019711454757336877;;
19823;;;;0.029400412169691748
19826;;;0.022307293707799214;
19827;0.02480017551761493;;;
19833;0.023909903556103562;;;
19841;0.02087722546617471;;;0.026973975773756542
19842;0.02268837969423343;;;
19844;;;0.022063299234384104;
19851;;;;0.02757210843839003
19857;0.020330429533936267;;;
19858;0.021425167085897645;;;
19862;;0.022590633492829915;;
19864;0.021487941759305296;;;
19867;;0.022438503291374423;;
19868;;0.02286318087366007;;
19869;;;0.02081851728095585;
19870;0.021502807739122554;;;
19875;;;0.021609716561423076;
19876;;;0.021587837649991504;
19878;;;;0.025649018006307145
19884;0.02477110396480975;;;
19890;;0.022368966889824315;;
19892;;0.023010813162968047;;
19898;;;0.023371623092364513;
19903;;;;0.02609449387519308
19908;;0.019389513159316085;;
19917;;0.02025005716141398;;
19920;0.022170492323580204;;;
19923;;;;0.02837726814871072
19927;;;0.023220989005850512;
19928;;0.021216312054168796;;
19931;0.021191983648600032;;;
19937;0.021856096539701553;;;
19940;;0.018275144238748098;;
19947;0.022955053630373645;;;
19950;0.02101770951544102;;;
19953;;;0.023857322219929422;
19954;;;0.021424613949803994;
19956;;0.020417829128448695;;
19959;;0.020171619587504963;;
19960;;0.020845435976691362;;
19962;0.022663428166404542;0.02204614943968264;;
19966;;;0.021572164199840538;
19969;;0.02052314946093975;;
19972;;;;0.029218357622125102
19973;0.020878135493603955;;0.023864742741207534;
19983;;0.02000926123645802;;
19985;0.021305788989523733;;;
19988;;;;0.025739933674641835
19992;0.020890284773407597;0.020269128940502146;;
19995;;;;0.02861141265707845
19998;0.01942784687945398;;;
20001;;;;0.02725282931199574
20002;0.02195653856652774;;;
20007;;;;0.026627131400711435
20009;0.022959852735936148;;;0.027462816507882792
20010;;;;0.02799761441548443
20011;;;;0.02527427056738063
20014;0.02210736763611637;;;
20016;;;0.02166781977648391;
20020;0.021603085008663536;;;
20021;;0.017902132139774152;;
20023;;0.022351594925214657;;
20026;;0.020323309408487866;;
20034;;;;0.02576665147163487
20035;;;0.021162416898420244;
20042;0.021856108759150117;;0.02178122251704062;
20047;;;;0.024423442638921378
20050;0.02185257117314693;;;
20052;;;;0.03336627925563912
20053;0.022581155105553197;;;
20060;0.022459986404736842;;;
20061;;0.019503300387277878;;
20063;;;;0.027725586437489624
20068;;0.021405753162534458;;
20069;0.02259442129789835;;;
20072;;;0.022618217597639767;
20080;0.02090355770795177;;;
20082;;0.019693742021159533;;
20085;;;0.02433729991499406;
20087;;;;0.0285936073244199
20097;;0.01780089760508463;;
20098;;;;0.027048472778188892
20099;;;0.022305629667696503;
20108;;0.02495762579931793;0.021175407658192036;
20109;;;;0.026946280650549825
20110;0.022064967992455997;;;
20112;;0.0182008073469323;;
20114;;;;0.02616454962672682
20117;0.02174872931670091;;0.020515148894085233;
20118;0.020463892462131428;;;0.02531965684354459
20119;;0.02024983999763491;0.022504733929187337;
20120;0.02047139893154476;;0.021702599850060234;
20124;0.019848934380334637;0.02114372060674663;;
20125;0.021063849818437896;;;
20126;;0.019292689197775548;;
20131;;;;0.025910654931266486
20134;;;0.021564315621986574;
20139;;;;0.02520451849557226
20142;;0.01996326041259716;;
20143;0.020850766147204325;;;
20145;0.021637633313330518;;;
20151;0.02334452315434593;;;
20153;;;0.020069624228223726;
20156;0.020182017364388516;;;
20157;;0.02022673522998708;;
20158;0.02429604360567994;;;
20161;;;;0.029314611310940042
20164;0.019973114655223556;;;
20169;;0.02040124578486363;;
20171;;0.019516040182952;;
20173;0.020929152582055133;;;
20175;;;;0.02492001639643948
20176;;0.021113793887720667;;
20177;0.01965210228383396;;;
20180;;0.022089343325116084;;
20183;;;;0.033376773093950485
20184;0.019826966605737573;;0.02132757423739723;
20185;;0.02053243999753468;;
20186;;0.018992238482982537;;
20190;;0.022536134928051288;;
20191;0.02145045916818944;;;
20198;;;0.022059859072791732;
20199;;;0.02113768100410479;
20200;;0.020569206912306792;;
20201;;0.02211224144583046;;
20204;0.02316785099658114;;;
20205;0.021435945530895284;;;0.026862963704910148
20207;;;0.019737256025764982;
20210;;;;0.024870569018866306
20216;;;;0.02628413321146955
20217;;0.018250772898730616;;
20227;;;;0.02826765035091544
20228;;0.020856371410641283;;
20236;0.02342701287971305;;;
20237;;;0.023731480060867283;
20239;;0.022755687217580478;;
20244;;0.020332421607377416;;0.025441561617031372
20245;0.022587405051252174;;;
20246;;;0.021790637635441368;0.027169831450922444
20247;0.02204883463056262;;;
20248;0.01953597131726642;;0.020721887728201493;
20250;;;;0.023935756890749893
20252;;;;0.024946370885085167
20254;0.02343364156680877;;0.023964383315478344;0.027038246649690456
20260;0.021648020936725965;0.01965287883063671;;
20264;0.019827800391636785;;;
20266;;0.018844033714881803;;
20275;;0.0212489672803014;;
20276;;;0.023032583422894604;
20277;;0.020033314980989314;;
20279;0.020026566437475635;;;
20283;;0.019336150901672344;;
20285;;;0.020124385473767714;
20287;;;;0.026693154563478705
20290;0.020675165293530917;;;
20291;0.019152389988677188;;;
20293;0.021194536866777636;;;
20294;0.02151080768457836;;;
20298;;;;0.02828113365358892
20299;0.02202792096537004;;;
20300;0.022835513212318248;;;
20302;;;0.02182814662064314;
20305;;;;0.028101163518724603
20306;;;;0.02560593525720045
20316;0.02303772518429964;;0.024127568007206723;0.02382640425460386
20319;;;;0.026215067091763467
20322;;;;0.02851931337247743
20323;;0.020008078651724825;;
20328;0.02283046857390808;0.01847436479229464;;
20330;0.024842546760522943;;;
20331;;;0.021109586426050653;0.030068048028639993
20332;;0.021533244941154106;;
20333;;;0.021395362039294097;
20336;;;0.02253850225721271;
20337;0.022591344218682363;;;
20341;0.019899663636279097;;;
20345;0.024926288732786905;;;
20346;0.02185470553200214;;;
20347;0.024351583254264342;;;
20348;;;;0.029887806333883993
20362;0.020692443811010097;;;
20365;0.02446928568327522;;;
20367;;;0.021602605491475912;
20368;;;0.023499747727429188;
20375;;;;0.028394897538016828
20378;;0.019937209383996735;;
20381;;;0.02258847875572234;0.02587609719526135
20384;;0.02075167419655438;;
20385;;;0.023352111879993476;
20386;;0.02048992936400512;;
20391;;;;0.027301035759940695
20392;0.020340496874885206;;;
20395;;;0.021057049724814203;
20396;;;;0.030914143615832668
20403;0.023058078972534757;;;
20405;0.020995394744522333;;;
20408;;;;0.030354582721345835
20414;;;;0.02829079644638316
20418;;0.01760099019952782;;
20420;;0.020568185865672217;;0.02571018009423065
20421;;0.02004737802007256;;
20424;;;0.022753831374842437;
