Step;100 - MMD;60 - MMD;30 - MMD;10 - MMD
1474;;0.022674106310894337;;
1478;0.021458852103667103;;;
1491;;;0.023585221301776038;
1496;0.023940254146993578;;;0.027272202123295064
1497;;0.02248008069257229;;
1499;0.023221418856514853;;;
1505;0.021801878101225913;;;
1508;;;;0.025104540403596554
1514;;0.021917423443305162;;0.02773168400094722
1515;;;0.024246453757296338;
1516;;;0.02308086282709132;
1523;0.021987616356787865;;;
1526;0.02483011439327082;;;
1528;;;0.02471466336527145;
1531;;0.022682100226792123;;
1535;0.022601212242428725;;;
1536;;;0.02467698676820146;
1542;;0.023143375555508883;;
1546;;;;0.0271646143835646
1552;0.023728454561586343;;;
1553;0.02503133792281137;;;
1554;;0.02399787749877408;;
1555;;;;0.028941556384592004
1557;;;0.022724031217917107;0.026880841866495142
1559;;;;0.02893111969412132
1560;0.02270259755304771;;;
1564;;;0.022230846051850384;
1567;;0.02245635484441233;;
1570;0.019515596033702898;;;
1572;0.02422493001010745;;;
1576;;0.023227806896089997;;
1577;;;0.02418166656578069;
1579;;0.025293294471864847;;
1580;;;0.023868341086409783;
1581;0.022048409772972566;;;
1585;;;;0.029611758313311254
1586;;;0.025233504807245344;
1587;;0.024054058189914407;0.025535879698603603;0.024546754723656583
1591;;;0.023744914196308586;
1593;;;0.027790523829983205;
1594;;;0.023054015825816343;
1595;;;0.02715202011334955;0.027177286619667063
1596;0.022159742031848395;;;
1600;;0.024247317563231396;;
1603;;;0.02549099150361539;
1607;;;0.026293929727047916;
1608;;;0.022377523869898275;
1611;;;0.026996543745922252;0.025445660615650068
1612;0.022254616925011073;;;
1614;;;0.02475321979104167;
1617;;0.026794886629674775;;
1619;0.023127509398044088;;0.022748078843478403;
1620;;0.027369216963712584;;
1621;;0.023498174671401806;;
1622;0.022008521401599423;;;
1626;;0.02123671125722315;;
1629;;0.02587330090940121;;
1638;;0.024521151323697532;;
1649;;;;0.03120199696083631
1656;;0.02425223751620087;;0.027809786699985295
1657;;;0.026196879215446056;
1660;;;0.025939305339722607;
1668;0.023227750976940187;;;
1670;;;0.02369911499256805;
1671;;;;0.027583069571384178
1673;;0.0228209195740246;;
1675;;;;0.030573064100020253
1678;;;0.024358028637173623;
1685;;0.024119382200644524;;
1686;;0.026551888447191585;;
1687;;;;0.03015737103064009
1688;0.024990043573083653;;0.025430543900651192;
1689;;0.022550379329108527;;
1691;;;0.02417443062579333;
1692;0.022281997917938168;;;0.027904568810218522
1702;;;;0.0270788463249112
1706;0.021706796267265294;;;
1711;;;;0.028956779325902016
1713;0.022411619961476004;;;
1719;0.02191430784095616;;;
1722;;;0.024740317917628596;
1723;;0.024120429104799668;;
1724;0.022824192883873606;0.02583561784205557;;
1730;0.02525694383427951;;;
1731;;;0.0229164610753676;
1743;;;0.025388764106952566;
1750;;0.022847696949771734;;
1752;;;;0.029668785849254142
1756;;0.025009136148485378;;
1764;;;;0.028328871831607316
1765;;0.023373496552269557;;
1766;;0.024558091338116983;;
1768;;0.02342087117048297;0.025143265453948183;
1772;0.02108063167726215;;;
1774;0.02263360744117926;;;
1775;;;0.023611835332343623;
1779;;0.02486547309072834;;
1780;;;;0.028062665231376904
1783;;;;0.0278698044863262
1792;;0.02479766481739254;0.025354138010694693;
1793;;;0.025126012325461855;
1794;;;;0.026363754665451933
1795;;;0.025498646010518877;
1800;;;0.022876317094369936;
1805;;;;0.027954499504738606
1809;;;0.02619303621240393;
1812;;;0.024349366911817105;
1813;;;0.025733171620829443;
1814;;0.020721013659298515;0.026433605612406097;
1815;0.02253594074164572;;;
1816;;;0.02526994582212072;
1820;;;0.02656018885723599;0.02733741354695901
1822;;0.023337564944558686;0.024497090625807016;
1823;0.021913686333502436;;;
1827;;;;0.02651093723812914
1829;;;0.02507206176331994;
1831;;;;0.029819096197400696
1836;;;0.022901021466740668;
1837;0.021955895097165223;;;
1841;;0.02390591812005899;;
1850;;;0.024710218756956726;0.02529654343205512
1859;;;;0.028326631222224452
1860;0.023786570136108687;;0.026190163850286663;
1865;;;0.024920502342199835;
1869;0.025767732299501356;;;
1871;0.025588483834478926;;;
1874;;;;0.027225518987405717
1879;0.022175786626918548;;;0.02721510414358269
1883;;0.026595583822607516;;
1885;0.021920384507651047;;;
1891;;0.026674183835058318;;
1892;0.024136591615745273;;;
1895;;;0.022250149975740208;
1899;;;;0.026900913349095057
1902;;;0.023791258275747795;
1903;;;0.02331829055366491;
1904;;0.02336204857208446;;
1906;;;0.02462706818160304;
1909;;0.02326202819694434;;
1911;0.02359182337708149;;;
1915;;;;0.026956709367898013
1916;;;;0.02767187937557891
1924;;;0.02377099614301942;
1931;0.024455199424643026;;;
1932;;;;0.02605481293355505
1935;;0.025870177250199133;;
1940;;;;0.0260092049521658
1941;;0.02324101821025737;;
1942;;0.025108330760650388;;
1944;0.021795083926290093;0.024130315466805274;;
1950;;;0.023791461824962057;
1953;;;;0.028641601693931873
1954;;0.022355415463631845;;
1961;0.022397969190810108;;;0.026399276406409766
1964;;;0.02545633999514263;
1967;;;0.024081932659603122;
1968;0.02182124933902474;;;
1973;0.022620692635494155;0.022971248288416957;;
1986;;;0.02218948934735171;
1993;;;;0.02835709657964397
1994;;;0.024572465366737073;
1997;0.02587018939641139;;;
1999;;0.021906383447170552;;
2002;;;0.024852034185684935;0.024116987963597736
2004;0.024657910430355867;;;
2005;0.023057844694579555;;;
2007;0.020505082297084698;;;
2009;;;;0.02674156162684782
2010;;;;0.02667168769166356
2016;0.023682285370164646;;;
2021;;;0.025652449437772507;
2024;0.023472720601936226;;;
2026;;;0.025068991474992475;0.026124592921896117
2027;0.023867763117047247;;;
2028;;0.023335107399231114;;
2031;;0.023849500669527568;;
2034;;;0.02378170041010208;
2035;;;0.02158573266320274;
2038;0.02407341042759925;;;
2040;;0.022941484163279457;;
2045;;0.024424425575857833;;0.02767858181238597
2047;0.021964170441937603;;;
2052;;0.023579074008834855;;
2053;;0.026142850837094056;;
2054;0.023294959849960883;;0.025050690005018583;
2057;;;;0.027449678568308156
2061;;;;0.027832164712061402
2063;0.02191210336443372;;;
2068;;;0.02742753504671136;
2069;;0.023995212507868513;;
2070;;;0.024987518779644613;
2072;;;0.027678667976496596;
2076;0.023845811022289165;0.022000306972460526;;0.02387147347069729
2079;0.023104420104774315;;;
2087;;;;0.027973848736841667
2089;;;0.023212337445766285;
2090;0.02463112641773596;;;
2091;;;0.024349845849744978;
2092;;0.021581359365362207;;
2093;0.02440087534007379;;;
2099;0.021276603716872178;;0.02349356499669708;
2104;;0.022734709688265853;;
2107;;0.024232983770818617;;
2111;0.023284001880173655;0.02573415715174221;0.022957434842678037;
2112;;0.026071220022324204;;
2123;;;;0.024458436822802743
2124;0.025160787125932893;0.021797148890621898;;
2125;;;0.025764983189838775;
2126;;0.02676953207590732;;
2128;;0.023819661415369175;;
2133;;;0.02311807491899165;
2136;;0.02485437841697208;;
2137;0.021736284374501147;;;
2143;;0.023030379255221667;0.022599084156517513;
2144;0.024804961652314383;;;
2146;;0.026508347014298606;0.023922589586688192;0.025806896482120922
2147;;;;0.025293176593587263
2148;;;0.024060646870199764;
2149;;;0.025112654902343767;
2154;0.023549658131059914;;;
2159;;0.024220638703944863;;0.026865273914812915
2161;;0.023269239885871262;;
2164;0.02309826987056851;;;
2172;;;;0.02566001825969183
2173;;;;0.02872732010326623
2174;0.022401794750226356;;;
2176;;;0.02163806927705858;
2179;0.023306917716825637;;;
2182;;;;0.026672821328909135
2186;;0.02542919347148659;;
2188;0.022278261793839904;;;
2189;;0.022544607547623663;;
2190;;;0.023428254241746937;
2192;;0.02324615359464094;;
2195;0.024506923527912283;;;
2196;;;;0.02707145195201588
2208;;;0.02311578574417028;
2211;;0.021170910015045008;;
2212;0.022118491816286057;;;
2215;;0.025397689633279985;0.024211162492437543;
2218;;;;0.02365833238699222
2220;;;;0.025905766990943102
2222;;;0.023779768807593915;
2228;;0.023510870588252297;;
2229;;;;0.027106882835040647
2232;;;0.025941200782494123;
2235;;;0.027232613135483585;
2236;0.025139541543462485;;;
2238;0.02189309008887208;0.025290414142288498;;
2245;;;;0.027134843528318686
2246;0.022629529824215566;;;
2248;;;0.02305042827415693;
2249;0.02307029010574696;;;
2251;;;;0.02742257339451798
2256;;;0.023738769181058605;
2259;;;0.02076091232522337;
2263;;;0.025056402438756453;
2265;;0.021192657852167174;;
2271;;;;0.02819008545950641
2272;;;;0.02572265357557979
2273;;0.023664697481944608;;0.026902481277007673
2277;0.02247032388643644;;0.0240879571897335;
2278;0.02391684992737264;;;
2281;;0.023782746679437028;0.025942004866117696;
2282;0.02221647436079871;;;
2284;;;0.02356833778615003;
2285;;;0.024629331080553707;
2290;;0.02223729625210752;;
2291;;;0.022706456017864918;
2298;;0.023357535671409857;0.021768624994609853;
2300;;;;0.029618008843534438
2301;;;0.02562771461054647;
2306;;;0.026336873309299236;
2308;0.025807982191903278;0.02383989457930974;0.024800477962882816;
2311;;;0.02474319617854165;
2312;;;;0.0273118290159714
2313;0.024058216008115363;;;
2314;;;;0.02558379288154322
2322;;;0.02621823275968993;
2324;;;0.02236190027610091;
2325;0.022094226877663325;;;
2326;;;0.02379358723583458;
2328;;;0.02149266485892154;
2332;;0.024555351714163398;0.024094096200404924;
2334;;;;0.029168341616475413
2335;;;;0.024382059577539306
2336;;;;0.0258051728488089
2337;;0.021752482854272004;;
2340;0.02367064084955206;0.023630775755238087;;
2343;;;0.023775883625790306;
2346;;;;0.027624017682293167
2349;;0.027469783186321983;;
2351;;;0.02432882078100579;
2356;;0.02208460063782114;;
2357;0.023605890482184366;0.021342613575394687;;
2358;;;;0.023991267104040925
2360;;;;0.02731751301310331
2363;;;;0.028198841597040558
2367;;;0.01999859400316001;
2368;;;0.02451441812864763;
2370;0.024036564607540722;;;
2372;;0.027059662681850893;;
2379;;;0.02199063313667221;
2392;;;;0.024214198596110403
2393;;;;0.023116773824464087
2403;;0.0212515300030236;;
2404;;;;0.026004766932619827
2405;;;0.023326210628901556;0.02801729458169183
2407;0.021740037099038323;0.023924370676821904;;
2410;0.02463535945779516;;;
2422;;;;0.02783307129505408
2425;;;0.02502995499780747;
2429;0.024708934306355568;;;
2432;;;;0.02722776361217849
2434;;0.021276978219584297;;
2443;;0.023855955884997893;;
2447;;;0.022870214191365756;
2449;0.022791354843567202;;;
2453;;0.02442742629745409;;
2456;;;;0.028122949217890214
2457;0.023319385851650776;;0.025069882695547496;
2460;;0.02314005941044983;;
2464;0.02300496814593156;;;
2465;;0.02212605229669129;;
2466;;0.021932858698590074;;
2470;;;;0.02607861297357633
2476;;0.020779533865481925;0.024652609585006036;
2478;;;0.02640120651135236;
2479;;;0.024154116552928484;
2482;;;0.022653566758420507;0.024021007582789022
2484;;0.022968262981471643;;
2486;0.023289463576427416;;;
2487;0.023621826486827202;;;
2489;;;0.02225252708372022;
2492;0.022260787571611873;;;
2494;;;;0.026096748774196377
2498;;;;0.027374044696216238
2501;;0.023175570275997814;;
2502;0.02356507132827873;;;0.02378275697259352
2503;;;;0.026487212573770902
2505;;;0.025014418840571595;
2516;0.024692641322675735;;;0.02441039577621601
2520;;;0.023441437826385525;
2521;;;0.024386836883505014;
2524;;0.021727941832571096;0.023982140956252562;
2527;;0.024103832630788524;;
2529;;0.021325733558049065;;
2534;;0.021612221546770283;;
2538;;0.024039144296095438;;
2543;;0.024701547814559355;;0.023998125957555128
2548;0.023572077960259008;0.022966569044383656;0.023351127093700352;0.025507801376698114
2549;;;;0.024796743608184735
2552;0.024180736469553932;;;
2554;0.024824471839381412;;;
2557;0.024704977524173555;;0.02265000836109249;
2558;;0.023681590415390752;;
2560;;0.021584350271648067;;
2564;0.025292319363899696;;;
2567;;;;0.027777085735485152
2571;0.022172650463257226;;;
2574;0.022953275643358473;;;
2579;;;0.024667788471767482;
2580;0.021802144158690417;0.024698512048459353;0.02518011863968822;
2587;;;0.02456097691333342;
2591;;;;0.025575245800265045
2595;;0.023217156678553896;;
2596;0.024428760007326966;;;
2598;;0.02538333857160635;;0.024164117311874567
2601;;;;0.02859592372215547
2603;;;0.023249661599208327;
2608;;;0.02573163833672437;0.02463870178669325
2609;0.023845032461325244;0.019468147352151077;;
2612;;;;0.026436172458039198
2613;0.022261538234614353;;;
2615;;0.023349073645835494;;
2622;;;;0.02891182436633838
2628;;0.02591333215837366;;
2632;;0.026079866176270505;;
2633;;;;0.023864216656137915
2634;;;;0.026090578918560814
2635;;0.021355285859597062;;
2636;;;;0.027357558812150296
2640;0.022689577919569215;;;
2643;;;0.02341818090832365;
2646;;;0.02266405333829441;
2656;;;0.021018700926282274;
2657;0.02200212813024749;;0.024171351359156323;
2659;;0.02364290849128231;;
2660;0.02283796299523999;;;
2665;0.024203423932289414;;0.024211137826544216;
2668;;;;0.02587128454726645
2669;;;0.025099707346136146;
2670;0.024534512977025802;;;
2671;0.023368890031670697;;;
2673;;;0.021161668800835254;
2675;;;0.022023699178081446;
2677;;;;0.02814391826241952
2680;0.024366308554815752;;0.023808297415926827;
2683;;;;0.02411541667980044
2686;;;;0.027704908068069523
2688;;;;0.027848016113232565
2690;;;0.02190045609481639;
2691;;;;0.02594544525205117
2694;;;0.026633772446135073;
2695;;;0.021828796139615747;0.026267948454595957
2697;0.023526148416236514;;;
2698;;0.022761511889875297;;
2699;0.02405461721862373;;;
2704;;;0.024507407336954;
2705;0.022544825856602668;;;
2708;0.022203226633755013;;;
2709;0.02117412956475251;;0.025636494114674613;
2710;;;0.02394690030002744;
2711;;;;0.024943738821010697
2716;;;0.026022678481434802;
2717;;;;0.025586960306161366
2721;;;;0.026253449100825665
2723;0.021338336408338154;;;
2725;0.021963763841573947;;;
